cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
21290;Chambain;167;193;223;253;273;387;445;484;542
21110;Chambeire;243;276;306;336;356;552;634;689;772
21250;Chamblanc;285;321;351;381;401;643;739;803;900
21220;Chamboeuf;256;290;320;350;370;580;667;725;812
21220;Chambolle musigny;268;303;333;363;383;606;697;757;848
21400;Chamesson;146;171;201;231;251;341;393;427;478
21310;Champagne sur vingeanne;232;264;294;324;344;528;607;660;739
21440;Champagny;189;217;247;277;297;435;500;543;608
21500;Champ d oiseau;179;206;236;266;286;413;475;516;578
21130;Champdotre;256;290;320;350;370;580;667;725;812
21210;Champeau en morvan;206;236;266;296;316;471;542;589;660
21230;Champignolles;233;265;295;325;345;530;609;662;742
21690;Champrenault;196;225;255;285;305;450;517;562;630
21440;Chanceaux;186;214;244;274;294;428;492;535;599
21340;Change;271;306;336;366;386;612;704;765;857
21330;Channay;126;149;179;209;229;298;343;373;417
21690;Charencey;194;223;253;283;303;445;512;557;623
21140;Charigny;199;228;258;288;308;456;525;570;639
21310;Charmes;206;236;266;296;316;471;542;589;660
21350;Charny;211;241;271;301;321;482;554;603;675
21170;Charrey sur saone;262;296;326;356;376;593;682;741;830
21400;Charrey sur seine;119;141;171;201;221;283;325;354;396
21190;Chassagne montrachet;282;318;348;378;398;636;731;795;890
21150;Chassey;181;209;239;269;289;417;480;521;584
21320;Chateauneuf;227;258;288;318;338;517;594;646;724
21320;Chatellenot;232;264;294;324;344;528;607;660;739
21400;Chatillon sur seine;130;153;183;213;233;307;353;383;429
21360;Chaudenay la ville;237;269;299;329;349;539;619;673;754
21360;Chaudenay le chateau;236;268;298;328;348;536;617;670;751
21290;Chaugey;173;200;230;260;280;400;460;500;560
21610;Chaume et courchamp;222;253;283;313;333;506;582;633;708
21520;La chaume;150;175;205;235;255;350;403;438;490
21450;Chaume les baigneux;160;186;216;246;266;372;427;465;520
21400;Chaumont le bois;125;148;178;208;228;296;340;370;414
21700;Chaux;265;300;330;360;380;599;689;749;839
21260;Chazeuil;212;242;272;302;322;484;557;605;678
21320;Chazilly;232;264;294;324;344;528;607;660;739
21400;Chemin d aisey;147;172;202;232;252;344;395;429;481
21300;Chenove;224;255;285;315;335;510;587;638;714
21310;Cheuge;233;265;295;325;345;530;609;662;742
21540;Chevannay;200;229;259;289;309;458;527;573;642
21220;Chevannes;170;197;227;257;277;393;452;492;551
21200;Chevigny en valiere;283;319;349;379;399;638;734;798;893
21800;Chevigny st sauveur;235;267;297;327;347;534;614;668;748
21820;Chivres;285;321;351;381;401;643;739;803;900
21200;Chorey;277;313;343;373;393;625;719;781;875
21340;Cirey les nolay;265;300;330;360;380;599;689;749;839
21270;Cirey les pontailler;242;275;305;335;355;549;632;687;769
21320;Civry en montagne;230;262;292;322;342;523;602;654;733
21390;Clamerey;206;236;266;296;316;471;542;589;660
21220;Clemencey;259;293;323;353;373;586;674;733;821
21490;Clenay;221;252;282;312;332;504;579;630;705
21270;Clery;255;289;319;349;369;578;664;722;809
21230;Clomot;234;266;296;326;346;532;612;665;745
21220;Collonges les bevy;271;306;336;366;386;612;704;765;857
21110;Collonges les premieres;256;290;320;350;370;580;667;725;812
21360;Colombier;241;274;304;334;354;547;629;684;766
21200;Combertault;282;318;348;378;398;636;731;795;890
21700;Comblanchien;266;301;331;361;381;601;692;752;842
21320;Commarin;233;265;295;325;345;530;609;662;742
21250;Corberon;277;313;343;373;393;625;719;781;875
21190;Corcelles les arts;288;325;355;385;405;649;746;811;909
21910;Corcelles les citeaux;253;287;317;347;367;573;659;716;802
21160;Corcelles les monts;256;290;320;350;370;580;667;725;812
21250;Corgengoux;280;316;346;376;396;632;726;790;884
21700;Corgoloin;268;303;333;363;383;606;697;757;848
21340;Cormot le grand;266;301;331;361;381;601;692;752;842
21190;Corpeau;279;315;345;375;395;630;724;787;881
21150;Corpoyer la chapelle;172;199;229;259;279;398;457;497;557
21460;Corrombles;180;208;238;268;288;415;477;519;581
21460;Corsaint;170;197;227;257;277;393;452;492;551
21160;Couchey;247;280;310;340;360;560;644;700;784
21400;Coulmier le sec;144;169;199;229;249;337;388;421;472
21520;Courban;143;167;197;227;247;335;385;419;469
21460;Courcelles fremoy;190;218;248;278;298;437;502;546;611
21500;Courcelles les montbard;170;197;227;257;277;393;452;492;551
21140;Courcelles les semur;196;225;255;285;305;450;517;562;630
21610;Courchamp;222;253;283;313;333;506;582;633;708
21580;Courlon;186;214;244;274;294;428;492;535;599
21120;Courtivron;199;228;258;288;308;456;525;570;639
21560;Couternon;229;261;291;321;341;521;599;651;730
21320;Creancey;225;256;286;316;336;513;589;641;718
21120;Crecey sur tille;199;228;258;288;308;456;525;570;639
21500;Crepand;166;192;222;252;272;385;442;481;539
21800;Crimolois;238;270;300;330;350;541;622;676;757
21360;Crugey;236;268;298;328;348;536;617;670;751
21310;Cuiserey;228;260;290;320;340;519;597;649;727
21230;Culetre;238;270;300;330;350;541;622;676;757
21220;Curley;260;294;324;354;374;588;677;735;824
21380;Curtil st seine;206;236;266;296;316;471;542;589;660
21220;Curtil vergy;269;304;334;364;384;608;699;760;851
21580;Cussey les forges;191;219;249;279;299;439;505;549;614
21360;Cussy la colonne;252;286;316;346;366;571;657;714;799
21230;Cussy le chatel;236;268;298;328;348;536;617;670;751
21121;Daix;243;276;306;336;356;552;634;689;772
21350;Dampierre en montagne;192;221;251;281;301;441;507;551;617
21310;Dampierre et flee;227;258;288;318;338;517;594;646;724
21150;Darcey;171;198;228;258;278;396;455;494;554
21121;Darois;250;283;313;343;363;567;652;708;793
21220;Detain et bruant;252;286;316;346;366;571;657;714;799
21430;Diancey;218;249;279;309;329;497;572;622;696
21120;Dienay;216;247;277;307;327;493;567;616;690
21000;Dijon;237;269;299;329;349;539;619;673;754
21390;Dompierre en morvan;193;222;252;282;302;443;510;554;620
21270;Drambon;244;277;307;337;357;554;637;692;775
21540;Dree;215;245;275;305;325;491;564;614;687
21510;Duesme;168;195;225;255;275;389;447;486;545
21190;Ebaty;290;327;357;387;407;653;751;817;915
21510;Echalot;184;212;242;272;292;424;487;530;593
21540;Echannay;237;269;299;329;349;539;619;673;754
21170;Echenon;267;302;332;362;382;604;694;754;845
21120;Echevannes;207;237;267;297;317;474;545;592;663
21420;Echevronne;283;319;349;379;399;638;734;798;893
21110;Echigey;253;287;317;347;367;573;659;716;802
21360;Ecutigny;247;280;310;340;360;560;644;700;784
21320;Eguilly;220;251;281;311;331;502;577;627;702
21380;Epagny;229;261;291;321;341;521;599;651;730
21220;Epernay sous gevrey;255;289;319;349;369;578;664;722;809
21460;Epoisses;186;214;244;274;294;428;492;535;599
21500;Eringes;173;200;230;260;280;400;460;500;560
21170;Esbarres;270;305;335;365;385;610;702;763;854
21290;Essarois;162;188;218;248;268;376;432;470;526
21320;Essey;227;258;288;318;338;517;594;646;724
21500;Etais;171;198;228;258;278;396;455;494;554
21510;Etalante;176;203;233;263;283;406;467;508;569
21220;L etang vergy;270;305;335;365;385;610;702;763;854
21121;Etaules;210;240;270;300;320;480;552;600;672
21270;Etevaux;240;273;303;333;353;545;627;681;763
21450;Etormay;170;197;227;257;277;393;452;492;551
21400;Etrochey;134;158;188;218;238;315;363;394;441
21500;Fain les montbard;173;200;230;260;280;400;460;500;560
21500;Fain les moutiers;167;193;223;253;273;387;445;484;542
21110;Fauverney;239;271;301;331;351;543;624;679;760
21290;Faverolles les lucey;156;182;212;242;262;363;417;454;508
21600;Fenay;247;280;310;340;360;560;644;700;784
21230;Le fete;234;266;296;326;346;532;612;665;745
21220;Fixin;249;282;312;342;362;565;649;706;790
21490;Flacey;217;248;278;308;328;495;569;619;693
21640;Flagey echezeaux;265;300;330;360;380;599;689;749;839
21130;Flagey les auxonne;263;297;327;357;377;595;684;744;833
21130;Flammerans;265;300;330;360;380;599;689;749;839
21160;Flavignerot;254;288;318;348;368;575;662;719;805
21150;Flavigny sur ozerain;190;218;248;278;298;437;502;546;611
21140;Flee;197;226;256;286;306;452;520;565;633
21410;Fleurey sur ouche;257;291;321;351;371;582;669;727;815
21230;Foissy;244;277;307;337;357;554;637;692;775
21260;Foncegrive;215;245;275;305;325;491;564;614;687
21450;Fontaines en duesmois;162;188;218;248;268;376;432;470;526
21610;Fontaine francaise;221;252;282;312;332;504;579;630;705
21121;Fontaines les dijon;230;262;292;322;342;523;602;654;733
21330;Fontaines les seches;143;167;197;227;247;335;385;419;469
21390;Fontangy;206;236;266;296;316;471;542;589;660
21610;Fontenelle;223;254;284;314;334;508;584;635;711
21460;Forleans;190;218;248;278;298;437;502;546;611
21580;Fraignot et vesvrotte;183;211;241;271;291;422;485;527;590
21440;Francheville;156;182;212;242;262;363;417;454;508
21170;Franxault;273;308;338;368;388;617;709;771;863
21120;Frenois;196;225;255;285;305;450;517;562;630
21500;Fresnes;176;203;233;263;283;406;467;508;569
21150;Frolois;176;203;233;263;283;406;467;508;569
21700;Fussey;272;307;337;367;387;614;706;768;860
21120;Gemeaux;212;242;272;302;322;484;557;605;678
21140;Genay;188;216;246;276;296;432;497;540;605
21110;Genlis;245;278;308;338;358;556;639;695;778
21410;Gergueil;268;303;333;363;383;606;697;757;848
21700;Gerland;262;296;326;356;376;593;682;741;830
21220;Gevrey chambertin;261;295;325;355;375;591;679;738;827
21520;Gevrolles;133;157;187;217;237;313;360;391;438
21640;Gilly les citeaux;266;301;331;361;381;601;692;752;842
21350;Gissey le vieil;217;248;278;308;328;495;569;619;693
21150;Gissey sous flavigny;183;211;241;271;291;422;485;527;590
21410;Gissey sur ouche;266;301;331;361;381;601;692;752;842
21250;Glanon;277;313;343;373;393;625;719;781;875
21400;Gommeville;123;146;176;206;226;292;335;364;408
21520;Les goulles;152;177;207;237;257;354;407;443;496
21580;Grancey le chateau neuvel;183;211;241;271;291;422;485;527;590
21570;Grancey sur ource;119;141;171;201;221;283;325;354;396
21540;Grenand les sombernon;238;270;300;330;350;541;622;676;757
21150;Gresigny ste reine;179;206;236;266;286;413;475;516;578
21150;Grignon;178;205;235;265;285;411;472;513;575
21330;Griselles;132;156;186;216;236;311;358;389;435
21540;Grosbois en montagne;210;240;270;300;320;480;552;600;672
21250;Grosbois les tichey;294;331;361;391;411;662;761;828;927
21290;Gurgy la ville;157;183;213;243;263;365;420;456;511
21290;Gurgyle chateau;161;187;217;247;267;374;430;467;523
21150;Hauteroche;186;214;244;274;294;428;492;535;599
21121;Hauteville les dijon;231;263;293;323;343;526;604;657;736
21270;Heuilley sur saone;243;276;306;336;356;552;634;689;772
21120;Is sur tille;212;242;272;302;322;484;557;605;678
21340;Ivry en montagne;255;289;319;349;369;578;664;722;809
21110;Izeure;253;287;317;347;367;573;659;716;802
21110;Izier;228;260;290;320;340;519;597;649;727
21150;Jailly les moulins;197;226;256;286;306;452;520;565;633
21250;Jallanges;286;322;352;382;402;645;741;806;903
21310;Jancigny;235;267;297;327;347;534;614;668;748
21460;Jeux les bard;177;204;234;264;284;409;470;511;572
21230;Jouey;242;275;305;335;355;549;632;687;769
21450;Jours les baigneux;167;193;223;253;273;387;445;484;542
21340;Jours en vaux;254;288;318;348;368;575;662;719;805
21210;Juillenay;204;234;264;294;314;467;537;584;654
21140;Juilly;148;173;203;233;253;346;398;432;484
21110;Labergement foigney;249;282;312;342;362;565;649;706;790
21130;Labergement les auxonne;262;296;326;356;376;593;682;741;830
21820;Labergement les seurre;283;319;349;379;399;638;734;798;893
21250;Labruyere;194;223;253;283;303;445;512;557;623
21230;Lacanche;248;281;311;341;361;562;647;703;787
21210;Lacour d arcenay;206;236;266;296;316;471;542;589;660
21330;Laignes;135;159;189;219;239;318;365;397;445
21760;Lamarche sur saone;250;283;313;343;363;567;652;708;793
21440;Lamargelle;189;217;247;277;297;435;500;543;608
21370;Lantenay;213;243;273;303;323;487;559;608;681
21250;Lanthes;292;329;359;389;409;658;756;822;921
21140;Lantilly;175;202;232;262;282;404;465;505;566
21170;Laperriere sur saone;267;302;332;362;382;604;694;754;845
21330;Larrey;134;158;188;218;238;315;363;394;441
21150;Les laumes;187;215;245;275;295;430;495;538;602
21250;Lechatelet;267;302;332;362;382;604;694;754;845
21440;Lery;189;217;247;277;297;435;500;543;608
21290;Leuglay;153;178;208;238;258;357;410;446;499
21200;Levernois;280;316;346;376;396;632;726;790;884
21610;Licey sur vingeanne;225;256;286;316;336;513;589;641;718
21430;Liernais;213;243;273;303;323;487;559;608;681
21520;Lignerolles;150;175;205;235;255;350;403;438;490
21110;Longchamp;246;279;309;339;359;558;642;698;781
21110;Longeault;255;289;319;349;369;578;664;722;809
21110;Longecourt en plaine;248;281;311;341;361;562;647;703;787
21230;Longecourt les culetre;239;271;301;331;351;543;624;679;760
21600;Longvic;241;274;304;334;354;547;629;684;766
21170;Losne;267;302;332;362;382;604;694;754;845
21520;Louesme;143;167;197;227;247;335;385;419;469
21150;Lucenay le duc;167;193;223;253;273;387;445;484;542
21290;Lucey;142;166;196;226;246;333;383;416;466
21360;Lusigny sur ouche;245;278;308;338;358;556;639;695;778
21120;Lux;218;249;279;309;329;497;572;622;696
21320;Maconge;227;258;288;318;338;517;594;646;724
21230;Magnien;245;278;308;338;358;556;639;695;778
21450;Magny lambert;161;187;217;247;267;374;430;467;523
21140;Magny la ville;191;219;249;279;299;439;505;549;614
21170;Magny les aubigny;259;293;323;353;373;586;674;733;821
21130;Magny montarlot;262;296;326;356;376;593;682;741;830
21700;Magny les villers;271;306;336;366;386;612;704;765;857
21310;Magny st medard;236;268;298;328;348;536;617;670;751
21110;Magny sur tille;242;275;305;335;355;549;632;687;769
21130;Les maillys;263;297;327;357;377;595;684;744;833
21400;Maisey le duc;146;171;201;231;251;341;393;427;478
21410;Malain;262;296;326;356;376;593;682;741;830
21230;Maligny;244;277;307;337;357;554;637;692;775
21430;Manlay;223;254;284;314;334;508;584;635;711
21270;Marandeuil;234;266;296;326;346;532;612;665;745
21350;Marcellois;208;238;268;298;318;476;547;595;666
21330;Marcenay;137;161;191;221;241;322;370;402;451
21430;Marcheseuil;223;254;284;314;334;508;584;635;711
21390;Marcigny sous thil;203;232;262;292;312;465;535;581;651
21350;Marcilly les vitteaux;200;229;259;289;309;458;527;573;642
21320;Marcilly ogny;217;248;278;308;328;495;569;619;693
21120;Marcilly sur tille;210;240;270;300;320;480;552;600;672
21700;Marey les fussey;270;305;335;365;385;610;702;763;854
21120;Marey sur tille;193;222;252;282;302;443;510;554;620
21150;Marigny le cahouet;192;221;251;281;301;441;507;551;617
21200;Marigny les reullee;287;323;353;383;403;647;744;809;906
21110;Marliens;250;283;313;343;363;567;652;708;793
21500;Marmagne;171;198;228;258;278;396;455;494;554
21160;Marsannay la cote;246;279;309;339;359;558;642;698;781
21380;Marsannay le bois;219;250;280;310;330;500;574;624;699
21320;Martrois;220;251;281;311;331;502;577;627;702
21400;Massingy;145;170;200;230;250;339;390;424;475
21140;Massingy les semur;188;216;246;276;296;432;497;540;605
21350;Massingy les vitteaux;203;232;262;292;312;465;535;581;651
21430;Maupas;215;245;275;305;325;491;564;614;687
21510;Mauvilly;163;189;219;249;269;378;435;473;529
21190;Mavilly mandelot;253;287;317;347;367;573;659;716;802
21270;Maxilly sur saone;241;274;304;334;354;547;629;684;766
21320;Meilly sur rouvres;228;260;290;320;340;519;597;649;727
21580;Le meix;189;217;247;277;297;435;500;543;608
21190;Meloisey;288;325;355;385;405;649;746;811;909
21290;Menesble;164;190;220;250;270;380;437;475;532
21430;Menessaire;225;256;286;316;336;513;589;641;718
21150;Menetreux le pitois;182;210;240;270;290;419;482;524;587
21190;Merceuil;274;309;339;369;389;619;711;773;866
21540;Mesmont;266;301;331;361;381;601;692;752;842
21220;Messanges;269;304;334;364;384;608;699;760;851
21380;Messigny et vantoux;228;260;290;320;340;519;597;649;727
21700;Meuilley;267;302;332;362;382;604;694;754;845
21510;Meulson;168;195;225;255;275;389;447;486;545
21200;Meursanges;288;325;355;385;405;649;746;811;909
21190;Meursault;287;323;353;383;403;647;744;809;906
21140;Millery;179;206;236;266;286;413;475;516;578
21230;Mimeure;237;269;299;329;349;539;619;673;754
21510;Minot;176;203;233;263;283;406;467;508;569
21310;Mirebeau sur beze;225;256;286;316;336;513;589;641;718
21210;Missery;210;240;270;300;320;480;552;600;672
21510;Moitron;169;196;226;256;276;391;450;489;548
21330;Molesmes;117;139;169;199;219;279;320;348;390
21340;Molinot;259;293;323;353;373;586;674;733;821
21120;Moloy;218;249;279;309;329;497;572;622;696
21210;Molphey;196;225;255;285;305;450;517;562;630
21200;Montagny les beaune;279;315;345;375;395;630;724;787;881
21250;Montagny les seurre;292;329;359;389;409;658;756;822;921
21500;Montbard;170;197;227;257;277;393;452;492;551
21460;Montberthault;189;217;247;277;297;435;500;543;608
21360;Montceau et echarnant;249;282;312;342;362;565;649;706;790
21190;Monthelie;286;322;352;382;402;645;741;806;903
21500;Montigny montfort;170;197;227;257;277;393;452;492;551
21390;Montigny st barthelemy;200;229;259;289;309;458;527;573;642
21140;Montigny sur armancon;203;232;262;292;312;465;535;581;651
21520;Montigny sur aube;137;161;191;221;241;322;370;402;451
21610;Montigny mornay villeneuv;214;244;274;304;324;489;562;611;684
21210;Montlay en auxois;204;234;264;294;314;467;537;584;654
21400;Montliot et courcelles;132;156;186;216;236;311;358;389;435
21250;Montmain;277;313;343;373;393;625;719;781;875
21270;Montmancon;232;264;294;324;344;528;607;660;739
21290;Montmoyen;164;190;220;250;270;380;437;475;532
21540;Montoillot;239;271;301;331;351;543;624;679;760
21170;Montot;264;299;329;359;379;597;687;746;836
21320;Mont st jean;214;244;274;304;324;489;562;611;684
21220;Morey st denis;254;288;318;348;368;575;662;719;805
21610;Mornay;215;245;275;305;325;491;564;614;687
21400;Mosson;133;157;187;217;237;313;360;391;438
21210;La motte ternant;211;241;271;301;321;482;554;603;675
21500;Moutiers st jean;170;197;227;257;277;393;452;492;551
21230;Musigny;235;267;297;327;347;534;614;668;748
21150;Mussy la fosse;186;214;244;274;294;428;492;535;599
21390;Nan sous thil;203;232;262;292;312;465;535;581;651
21190;Nantoux;286;322;352;382;402;645;741;806;903
21330;Nesle et massoult;147;172;202;232;252;344;395;429;481
21800;Neuilly les dijon;240;273;303;333;353;545;627;681;763
21580;Neuvelle les grancey;183;211;241;271;291;422;485;527;590
21330;Nicey;136;160;190;220;240;320;368;400;448
21400;Nod sur seine;149;174;204;234;254;348;400;435;487
21500;Nogent les monbard;173;200;230;260;280;400;460;500;560
21390;Noidan;201;230;260;290;310;461;530;576;645
21910;Noiron sous gevrey;251;284;314;344;364;569;654;711;796
21310;Noiron sur beze;222;253;283;313;333;506;582;633;708
21400;Noiron sur seine;125;148;178;208;228;296;340;370;414
21340;Nolay;298;335;365;395;415;671;771;838;939
21490;Norges la ville;222;253;283;313;333;506;582;633;708
21390;Normier;209;239;269;299;319;478;550;597;669
21700;Nuits st georges;261;295;325;355;375;591;679;738;827
21400;Obtree;129;152;182;212;232;305;350;381;426
21450;Oigny;168;195;225;255;275;389;447;486;545
21310;Oisilly;230;262;292;322;342;523;602;654;733
21610;Orain;223;254;284;314;334;508;584;635;711
21490;Orgeux;231;263;293;323;343;526;604;657;736
21510;Origny;161;187;217;247;267;374;430;467;523
21450;Orret;174;201;231;261;281;402;462;503;563
21260;Orville;209;239;269;299;319;478;550;597;669
21600;Ouges;244;277;307;337;357;554;637;692;775
21250;Pagny la ville;265;300;330;360;380;599;689;749;839
21250;Pagny le chateau;286;322;352;382;402;645;741;806;903
21360;Painblanc;238;270;300;330;350;541;622;676;757
21540;Panges;204;234;264;294;314;467;537;584;654
21370;Pasques;256;290;320;350;370;580;667;725;812
21440;Pellerey;187;215;245;275;295;430;495;538;602
21420;Pernand vergelesse;280;316;346;376;396;632;726;790;884
21160;Perrigny les dijon;245;278;308;338;358;556;639;695;778
21270;Perrigny sur l ognon;251;284;314;344;364;569;654;711;796
21120;Pichanges;214;244;274;304;324;489;562;611;684
21500;Planay;147;172;202;232;252;344;395;429;481
21370;Plombieres les dijon;247;280;310;340;360;560;644;700;784
21110;Pluvault;256;290;320;350;370;580;667;725;812
21110;Pluvet;255;289;319;349;369;578;664;722;809
21330;Poincon les larrey;136;160;190;220;240;320;368;400;448
21440;Poiseul la grange;189;217;247;277;297;435;500;543;608
21450;Poiseul la ville et laper;175;202;232;262;282;404;465;505;566
21120;Poiseul les saulx;225;256;286;316;336;513;589;641;718
21630;Pommard;282;318;348;378;398;636;731;795;890
21130;Poncey les athee;261;295;325;355;375;591;679;738;827
