cp;nom;distance;01-02;03-04;05-06;07-08;09-12;13-16;17-31;32-54
78490;Montfort-l'Amaury;200;355;370;380;395;710;817;932;1043
78180;Montigny-le-Bretonneux;185;327;342;352;367;654;752;865;970
78630;Morainvilliers;190;336;351;361;376;673;773;887;994
78270;Mousseaux-sur-Seine;225;402;417;427;442;804;924;1045;1165
78790;Mulcent;215;383;398;408;423;766;881;1000;1116
78130;Les Mureaux;195;346;361;371;386;691;795;910;1019
78640;Neauphle-le-Château;195;346;361;371;386;691;795;910;1019
78640;Neauphle-le-Vieux;195;346;361;371;386;691;795;910;1019
78980;Neauphlette;225;402;417;427;442;804;924;1045;1165
78410;Nézel;200;355;370;380;395;710;817;932;1043
78590;Noisy-le-Roi;180;318;333;343;358;635;730;842;946
78250;Oinville-sur-Montcient;205;364;379;389;404;729;838;955;1067
78125;Orcemont;215;383;398;408;423;766;881;1000;1116
78910;Orgerus;210;374;389;399;414;748;860;977;1092
78630;Orgeval;190;336;351;361;376;673;773;887;994
78125;Orphin;215;383;398;408;423;766;881;1000;1116
78660;Orsonville;215;383;398;408;423;766;881;1000;1116
78910;Orvilliers;215;383;398;408;423;766;881;1000;1116
78910;Osmoy;210;374;389;399;414;748;860;977;1092
78660;Paray-Douaville;215;383;398;408;423;766;881;1000;1116
78230;Le Pecq;175;308;323;333;348;616;709;820;921
78200;Perdreauville;215;383;398;408;423;766;881;1000;1116
78610;Le Perray-en-Yvelines;205;364;379;389;404;729;838;955;1067
78370;Plaisir;190;336;351;361;376;673;773;887;994
78125;Poigny-la-Forêt;210;374;389;399;414;748;860;977;1092
78300;Poissy;185;327;342;352;367;654;752;865;970
78730;Ponthévrard;205;364;379;389;404;729;838;955;1067
78440;Porcheville;205;364;379;389;404;729;838;955;1067
78560;Le Port-Marly;175;308;323;333;348;616;709;820;921
78270;Port-Villez;230;411;426;436;451;823;946;1067;1189
78910;Prunay-le-Temple;215;383;398;408;423;766;881;1000;1116
78660;Prunay-en-Yvelines;215;383;398;408;423;766;881;1000;1116
78940;La Queue-les-Yvelines;205;364;379;389;404;729;838;955;1067
78125;Raizeux;215;383;398;408;423;766;881;1000;1116
78120;Rambouillet;205;364;379;389;404;729;838;955;1067
78590;Rennemoulin;180;318;333;343;358;635;730;842;946
78550;Richebourg;215;383;398;408;423;766;881;1000;1116
78730;Rochefort-en-Yvelines;200;355;370;380;395;710;817;932;1043
78150;Rocquencourt;175;308;323;333;348;616;709;820;921
78270;Rolleboise;220;393;408;418;433;785;903;1022;1141
78790;Rosay;215;383;398;408;423;766;881;1000;1116
78710;Rosny-sur-Seine;215;383;398;408;423;766;881;1000;1116
78440;Sailly;205;364;379;389;404;729;838;955;1067
78730;Saint-Arnoult-en-Yvelines;200;355;370;380;395;710;817;932;1043
78210;Saint-Cyr-l'École;180;318;333;343;358;635;730;842;946
78720;Saint-Forget;190;336;351;361;376;673;773;887;994
78640;Saint-Germain-de-la-Grange;195;346;361;371;386;691;795;910;1019
78100;Saint-Germain-en-Laye;180;318;333;343;358;635;730;842;946
78125;Saint-Hilarion;215;383;398;408;423;766;881;1000;1116
78980;Saint-Illiers-la-Ville;225;402;417;427;442;804;924;1045;1165
78980;Saint-Illiers-le-Bois;230;411;426;436;451;823;946;1067;1189
78470;Saint-Lambert;185;327;342;352;367;654;752;865;970
78610;Saint-Léger-en-Yvelines;210;374;389;399;414;748;860;977;1092
78660;Saint-Martin-de-Bréthencourt;210;374;389;399;414;748;860;977;1092
78790;Saint-Martin-des-Champs;210;374;389;399;414;748;860;977;1092
78520;Saint-Martin-la-Garenne;215;383;398;408;423;766;881;1000;1116
78730;Sainte-Mesme;205;364;379;389;404;729;838;955;1067
78860;Saint-Nom-la-Bretèche;180;318;333;343;358;635;730;842;946
78470;Saint-Rémy-lès-Chevreuse;185;327;342;352;367;654;752;865;970
78690;Saint-Rémy-l'Honoré;200;355;370;380;395;710;817;932;1043
78500;Sartrouville;175;308;323;333;348;616;709;820;921
78650;Saulx-Marchais;200;355;370;380;395;710;817;932;1043
78720;Senlisse;195;346;361;371;386;691;795;910;1019
78790;Septeuil;215;383;398;408;423;766;881;1000;1116
78200;Soindres;215;383;398;408;423;766;881;1000;1116
78120;Sonchamp;205;364;379;389;404;729;838;955;1067
78910;Tacoignières;210;374;389;399;414;748;860;977;1092
78113;Le Tartre-Gaudran;220;393;408;418;433;785;903;1022;1141
78980;Le Tertre-Saint-Denis;220;393;408;418;433;785;903;1022;1141
78250;Tessancourt-sur-Aubette;200;355;370;380;395;710;817;932;1043
78850;Thiverval-Grignon;190;336;351;361;376;673;773;887;994
78770;Thoiry;205;364;379;389;404;729;838;955;1067
78790;Tilly;220;393;408;418;433;785;903;1022;1141
78117;Toussus-le-Noble;180;318;333;343;358;635;730;842;946
78190;Trappes;185;327;342;352;367;654;752;865;970
78490;Le Tremblay-sur-Mauldre;195;346;361;371;386;691;795;910;1019
78510;Triel-sur-Seine;195;346;361;371;386;691;795;910;1019
78740;Vaux-sur-Seine;195;346;361;371;386;691;795;910;1019
78140;Vélizy-Villacoublay;170;299;314;324;339;598;687;797;897
78480;Verneuil-sur-Seine;195;346;361;371;386;691;795;910;1019
78540;Vernouillet;190;336;351;361;376;673;773;887;994
78320;La Verrière;190;336;351;361;376;673;773;887;994
78000;Versailles;175;308;323;333;348;616;709;820;921
78930;Vert;215;383;398;408;423;766;881;1000;1116
78110;Le Vésinet;175;308;323;333;348;616;709;820;921
78490;Vicq;200;355;370;380;395;710;817;932;1043
78125;Vieille-Église-en-Yvelines;200;355;370;380;395;710;817;932;1043
78270;La Villeneuve-en-Chevrie;225;402;417;427;442;804;924;1045;1165
78670;Villennes-sur-Seine;185;327;342;352;367;654;752;865;970
78450;Villepreux;185;327;342;352;367;654;752;865;970
78930;Villette;215;383;398;408;423;766;881;1000;1116
78770;Villiers-le-Mahieu;205;364;379;389;404;729;838;955;1067
78640;Villiers-Saint-Fréderic;195;346;361;371;386;691;795;910;1019
78220;Viroflay;170;299;314;324;339;598;687;797;897
78960;Voisins-le-Bretonneux;185;327;342;352;367;654;752;865;970
91150;Abbéville-la-Rivière;191;338;353;363;378;676;778;892;999
91670;Angerville;205;364;379;389;404;729;838;955;1067
91470;Angervilliers;190;336;351;361;376;673;773;887;994
91290;Arpajon;170;299;314;324;339;598;687;797;897
91690;Arrancourt;195;346;361;371;386;691;795;910;1019
91200;Athis-Mons;155;271;286;296;311;541;622;730;824
91410;Authon-la-Plaine;205;364;379;389;404;729;838;955;1067
91830;Auvernaux;160;280;295;305;320;560;644;752;848
91580;Auvers-Saint-Georges;185;327;342;352;367;654;752;865;970
91630;Avrainville;175;308;323;333;348;616;709;820;921
91160;Ballainvilliers;165;289;304;314;329;579;666;775;872
91610;Ballancourt-sur-Essonne;165;289;304;314;329;579;666;775;872
91590;Baulne;170;299;314;324;339;598;687;797;897
91570;Bièvres;170;299;314;324;339;598;687;797;897
91150;Blandy;190;336;351;361;376;673;773;887;994
91720;Boigneville;175;308;323;333;348;616;709;820;921
91150;Bois-Herpin;185;327;342;352;367;654;752;865;970
91690;Boissy-la-Rivière;195;346;361;371;386;691;795;910;1019
91590;Boissy-le-Cutté;175;308;323;333;348;616;709;820;921
91870;Boissy-le-Sec;195;346;361;371;386;691;795;910;1019
91790;Boissy-sous-Saint-Yon;175;308;323;333;348;616;709;820;921
91070;Bondoufle;160;280;295;305;320;560;644;752;848
91470;Boullay-les-Troux;190;336;351;361;376;673;773;887;994
91850;Bouray-sur-Juine;170;299;314;324;339;598;687;797;897
91800;Boussy-Saint-Antoine;140;243;258;268;283;485;558;662;751
91150;Boutervilliers;195;346;361;371;386;691;795;910;1019
91820;Boutigny-sur-Essonne;170;299;314;324;339;598;687;797;897
91880;Bouville;175;308;323;333;348;616;709;820;921
91220;Brétigny-sur-Orge;165;289;304;314;329;579;666;775;872
91650;Breuillet;180;318;333;343;358;635;730;842;946
91650;Breux-Jouy;180;318;333;343;358;635;730;842;946
91150;Brières-les-Scellés;190;336;351;361;376;673;773;887;994
91640;Briis-sous-Forges;185;327;342;352;367;654;752;865;970
91150;Brouy;185;327;342;352;367;654;752;865;970
91800;Brunoy;145;252;267;277;292;504;579;685;775
91680;Bruyères-le-Châtel;175;308;323;333;348;616;709;820;921
91720;Buno-Bonnevaux;170;299;314;324;339;598;687;797;897
91440;Bures-sur-Yvette;175;308;323;333;348;616;709;820;921
91590;Cerny;170;299;314;324;339;598;687;797;897
91780;Chalo-Saint-Mars;195;346;361;371;386;691;795;910;1019
91740;Chalou-Moulineux;200;355;370;380;395;710;817;932;1043
91730;Chamarande;180;318;333;343;358;635;730;842;946
91750;Champcueil;160;280;295;305;320;560;644;752;848
91160;Champlan;165;289;304;314;329;579;666;775;872
91150;Champmotteux;175;308;323;333;348;616;709;820;921
91410;Chatignonville;205;364;379;389;404;729;838;955;1067
91580;Chauffour-lès-Étréchy;185;327;342;352;367;654;752;865;970
91630;Cheptainville;175;308;323;333;348;616;709;820;921
91750;Chevannes;160;280;295;305;320;560;644;752;848
91380;Chilly-Mazarin;160;280;295;305;320;560;644;752;848
91740;Congerville-Thionville;205;364;379;389;404;729;838;955;1067
91100;Corbeil-Essonnes;145;252;267;277;292;504;579;685;775
91410;Corbreuse;200;355;370;380;395;710;817;932;1043
91490;Courances;160;280;295;305;320;560;644;752;848
91080;Courcouronnes;155;271;286;296;311;541;622;730;824
91720;Courdimanche-sur-Essonne;170;299;314;324;339;598;687;797;897
91680;Courson-Monteloup;185;327;342;352;367;654;752;865;970
91560;Crosne;150;261;276;286;301;523;601;707;799
91490;Dannemois;160;280;295;305;320;560;644;752;848
91590;D'Huison-Longueville;175;308;323;333;348;616;709;820;921
91410;Dourdan;200;355;370;380;395;710;817;932;1043
91210;Draveil;155;271;286;296;311;541;622;730;824
91540;Écharcon;160;280;295;305;320;560;644;752;848
91520;Égly;175;308;323;333;348;616;709;820;921
91860;Épinay-sous-Sénart;145;252;267;277;292;504;579;685;775
91360;Épinay-sur-Orge;165;289;304;314;329;579;666;775;872
91660;Estouches;195;346;361;371;386;691;795;910;1019
91150;Étampes;185;327;342;352;367;654;752;865;970
91450;Étiolles;150;261;276;286;301;523;601;707;799
91580;Étréchy;185;327;342;352;367;654;752;865;970
91000;Évry;155;271;286;296;311;541;622;730;824
91700;Fleury-Mérogis;160;280;295;305;320;560;644;752;848
91690;Fontaine-la-Rivière;195;346;361;371;386;691;795;910;1019
91640;Fontenay-lès-Briis;180;318;333;343;358;635;730;842;946
91540;Fontenay-le-Vicomte;160;280;295;305;320;560;644;752;848
91470;Forges-les-Bains;185;327;342;352;367;654;752;865;970
91190;Gif-sur-Yvette;180;318;333;343;358;635;730;842;946
91720;Gironville-sur-Essonne;170;299;314;324;339;598;687;797;897
91400;Gometz-la-Ville;180;318;333;343;358;635;730;842;946
91940;Gometz-le-Châtel;180;318;333;343;358;635;730;842;946
91350;Grigny;160;280;295;305;320;560;644;752;848
91630;Guibeville;175;308;323;333;348;616;709;820;921
91590;Guigneville-sur-Essonne;170;299;314;324;339;598;687;797;897
91690;Guillerval;200;355;370;380;395;710;817;932;1043
91430;Igny;170;299;314;324;339;598;687;797;897
91760;Itteville;170;299;314;324;339;598;687;797;897
91510;Janville-sur-Juine;175;308;323;333;348;616;709;820;921
91640;Janvry;180;318;333;343;358;635;730;842;946
91260;Juvisy-sur-Orge;155;271;286;296;311;541;622;730;824
91590;La Ferté-Alais;170;299;314;324;339;598;687;797;897
91410;La Forêt-le-Roi;195;346;361;371;386;691;795;910;1019
91150;La Forêt-Sainte-Croix;185;327;342;352;367;654;752;865;970
91290;La Norville;170;299;314;324;339;598;687;797;897
91620;La Ville-du-Bois;170;299;314;324;339;598;687;797;897
91510;Lardy;175;308;323;333;348;616;709;820;921
91830;Le Coudray-Montceaux;155;271;286;296;311;541;622;730;824
91220;Le Plessis-Pâté;165;289;304;314;329;579;666;775;872
91530;Le Val-Saint-Germain;195;346;361;371;386;691;795;910;1019
91410;Les Granges-le-Roi;205;364;379;389;404;729;838;955;1067
91470;Les Molières;190;336;351;361;376;673;773;887;994
91940;Les Ulis;175;308;323;333;348;616;709;820;921
91630;Leudeville;170;299;314;324;339;598;687;797;897
91310;Leuville-sur-Orge;170;299;314;324;339;598;687;797;897
91470;Limours;190;336;351;361;376;673;773;887;994
91310;Linas;170;299;314;324;339;598;687;797;897
91090;Lisses;155;271;286;296;311;541;622;730;824
91160;Longjumeau;165;289;304;314;329;579;666;775;872
91310;Longpont-sur-Orge;170;299;314;324;339;598;687;797;897
91720;Maisse;170;299;314;324;339;598;687;797;897
91460;Marcoussis;170;299;314;324;339;598;687;797;897
91150;Marolles-en-Beauce;190;336;351;361;376;673;773;887;994
91630;Marolles-en-Hurepoix;170;299;314;324;339;598;687;797;897
91300;Massy;170;299;314;324;339;598;687;797;897
91730;Mauchamps;180;318;333;343;358;635;730;842;946
91540;Mennecy;160;280;295;305;320;560;644;752;848
91660;Méréville;205;364;379;389;404;729;838;955;1067
91780;Mérobert;200;355;370;380;395;710;817;932;1043
91150;Mespuits;185;327;342;352;367;654;752;865;970
91490;Milly-la-Forêt;165;289;304;314;329;579;666;775;872
91490;Moigny-sur-École;160;280;295;305;320;560;644;752;848
91590;Mondeville;165;289;304;314;329;579;666;775;872
91930;Monnerville;205;364;379;389;404;729;838;955;1067
91230;Montgeron;150;261;276;286;301;523;601;707;799
91310;Montlhéry;170;299;314;324;339;598;687;797;897
91420;Morangis;160;280;295;305;320;560;644;752;848
91150;Morigny-Champigny;185;327;342;352;367;654;752;865;970
91390;Morsang-sur-Orge;160;280;295;305;320;560;644;752;848
91250;Morsang-sur-Seine;150;261;276;286;301;523;601;707;799
91750;Nainville-les-Roches;155;271;286;296;311;541;622;730;824
