cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
54115;Fécocourt;178;205;235;265;285;411;472;513;575
54540;Fenneviller;231;263;293;323;343;526;604;657;736
54210;Ferrières;188;216;246;276;296;432;497;540;605
54470;Fey-en-Haye;159;185;215;245;265;370;425;462;517
54560;Fillières;184;212;242;272;292;424;487;530;593
54110;Flainval;191;219;249;279;299;439;505;549;614
54630;Flavigny-sur-Moselle;179;206;236;266;286;413;475;516;578
54710;Fléville-devant-Nancy;176;203;233;263;283;406;467;508;569
54150;Fléville-Lixières;167;193;223;253;273;387;445;484;542
54122;Flin;220;251;281;311;331;502;577;627;702
54470;Flirey;147;172;202;232;252;344;395;429;481
54122;Fontenoy-la-Joûte;222;253;283;313;333;506;582;633;708
54840;Fontenoy-sur-Moselle;155;180;210;240;260;361;415;451;505
54330;Forcelles-Saint-Gorgon;180;208;238;268;288;415;477;519;581
54930;Forcelles-sous-Gugney;190;218;248;278;298;437;502;546;611
54570;Foug;134;158;188;218;238;315;363;394;441
54300;Fraimbois;206;236;266;296;316;471;542;589;660
54930;Fraisnes-en-Saintois;186;214;244;274;294;428;492;535;599
54200;Francheville;156;182;212;242;262;363;417;454;508
54830;Franconville;180;208;238;268;288;415;477;519;581
54450;Fréménil;215;245;275;305;325;491;564;614;687
54450;Frémonville;229;261;291;321;341;521;599;651;730
54260;Fresnois-la-Montagne;181;209;239;269;289;417;480;521;584
54800;Friauville;162;188;218;248;268;376;432;470;526
54160;Frolois;176;203;233;263;283;406;467;508;569
54390;Frouard;173;200;230;260;280;400;460;500;560
54290;Froville;201;230;260;290;310;461;530;576;645
54120;Gélacourt;223;254;284;314;334;508;584;635;711
54115;Gélaucourt;174;201;231;261;281;402;462;503;563
54110;Gellenoncourt;191;219;249;279;299;439;505;549;614
54115;Gémonville;175;202;232;262;282;404;465;505;566
54740;Gerbécourt-et-Haplemont;190;218;248;278;298;437;502;546;611
54830;Gerbéviller;208;238;268;298;318;476;547;595;666
54170;Germiny;170;197;227;257;277;393;452;492;551
54740;Germonville;199;228;258;288;308;456;525;570;639
54380;Gézoncourt;159;185;215;245;265;370;425;462;517
54112;Gibeaumeix;140;164;194;224;244;328;378;410;460
54780;Giraumont;173;200;230;260;280;400;460;500;560
54830;Giriviller;211;241;271;301;321;482;554;603;675
54122;Glonville;219;250;280;310;330;500;574;624;699
54450;Gogney;227;258;288;318;338;517;594;646;724
54800;Gondrecourt-Aix;165;191;221;251;271;383;440;478;536
54840;Gondreville;151;176;206;236;256;352;405;440;493
54450;Gondrexon;222;253;283;313;333;506;582;633;708
54730;Gorcy;187;215;245;275;295;430;495;538;602
54330;Goviller;170;197;227;257;277;393;452;492;551
54260;Grand-Failly;171;198;228;258;278;396;455;494;554
54115;Grimonviller;180;208;238;268;288;415;477;519;581
54290;Gripport;199;228;258;288;308;456;525;570;639
54380;Griscourt;170;197;227;257;277;393;452;492;551
54470;Grosrouvres;148;173;203;233;253;346;398;432;484
54930;Gugney;190;218;248;278;298;437;502;546;611
54113;Gye;145;170;200;230;250;339;390;424;475
54120;Hablainville;219;250;280;310;330;500;574;624;699
54470;Hagéville;173;200;230;260;280;400;460;500;560
54290;Haigneville;199;228;258;288;308;456;525;570;639
54450;Halloville;229;261;291;321;341;521;599;651;730
54330;Hammeville;175;202;232;262;282;404;465;505;566
54470;Hamonville;145;170;200;230;250;339;390;424;475
54620;Han-devant-Pierrepont;175;202;232;262;282;404;465;505;566
54800;Hannonville-Suzémont;161;187;217;247;267;374;430;467;523
54110;Haraucourt;175;202;232;262;282;404;465;505;566
54450;Harbouey;229;261;291;321;341;521;599;651;730
54740;Haroué;191;219;249;279;299;439;505;549;614
54800;Hatrize;166;192;222;252;272;385;442;481;539
54860;Haucourt-Moulaine;194;223;253;283;303;445;512;557;623
54830;Haudonville;209;239;269;299;319;478;550;597;669
54290;Haussonville;193;222;252;282;302;443;510;554;620
54180;Heillecourt;176;203;233;263;283;406;467;508;569
54370;Hénaménil;208;238;268;298;318;476;547;595;666
54450;Herbéviller;218;249;279;309;329;497;572;622;696
54300;Hériménil;198;227;257;287;307;454;522;568;636
54440;Herserange;199;228;258;288;308;456;525;570;639
54370;Hoéville;196;225;255;285;305;450;517;562;630
54310;Homécourt;177;204;234;264;284;409;470;511;572
