cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
21390;Dompierre en morvan;193;342;357;372;392;684;752;871;935
21270;Drambon;244;438;453;468;488;875;963;1100;1174
21540;Dree;215;383;398;413;433;766;843;970;1038
21510;Duesme;168;295;310;325;345;590;649;758;818
21190;Ebaty;290;524;539;554;574;1048;1152;1307;1389
21510;Echalot;184;325;340;355;375;650;715;830;893
21540;Echannay;237;424;439;454;474;849;934;1069;1141
21170;Echenon;267;481;496;511;531;961;1057;1204;1282
21120;Echevannes;207;368;383;398;418;736;810;934;1000
21420;Echevronne;283;511;526;541;561;1021;1123;1276;1357
21110;Echigey;253;454;469;484;504;909;1000;1141;1216
21360;Ecutigny;247;443;458;473;493;886;975;1114;1188
21320;Eguilly;220;393;408;423;443;785;864;992;1061
21380;Epagny;229;409;424;439;459;819;901;1033;1103
21220;Epernay sous gevrey;255;458;473;488;508;916;1008;1150;1225
21460;Epoisses;186;329;344;359;379;658;723;839;902
21500;Eringes;173;304;319;334;354;609;670;781;841
21170;Esbarres;270;486;501;516;536;973;1070;1217;1296
21290;Essarois;162;284;299;314;334;568;624;731;789
21320;Essey;227;406;421;436;456;811;892;1024;1094
21500;Etais;171;301;316;331;351;601;661;772;832
21510;Etalante;176;310;325;340;360;620;682;794;855
21220;L etang vergy;270;486;501;516;536;973;1070;1217;1296
21121;Etaules;210;374;389;404;424;748;822;947;1014
21270;Etevaux;240;430;445;460;480;860;946;1082;1155
21450;Etormay;170;299;314;329;349;598;657;767;827
21400;Etrochey;134;231;246;261;281;463;509;605;658
21500;Fain les montbard;173;304;319;334;354;609;670;781;841
21500;Fain les moutiers;167;293;308;323;343;586;645;754;813
21110;Fauverney;239;428;443;458;478;856;942;1078;1150
21290;Faverolles les lucey;156;273;288;303;323;545;600;704;761
21600;Fenay;247;443;458;473;493;886;975;1114;1188
21230;Le fete;234;419;434;449;469;838;921;1055;1127
21220;Fixin;249;447;462;477;497;894;983;1123;1197
21490;Flacey;217;387;402;417;437;774;851;979;1047
21640;Flagey echezeaux;265;477;492;507;527;954;1049;1195;1272
21130;Flagey les auxonne;263;473;488;503;523;946;1041;1186;1263
21130;Flammerans;265;477;492;507;527;954;1049;1195;1272
21160;Flavignerot;254;456;471;486;506;913;1004;1145;1221
21150;Flavigny sur ozerain;190;336;351;366;386;673;740;857;921
21140;Flee;197;349;364;379;399;699;769;889;953
21410;Fleurey sur ouche;257;462;477;492;512;924;1016;1159;1235
21230;Foissy;244;438;453;468;488;875;963;1100;1174
21260;Foncegrive;215;383;398;413;433;766;843;970;1038
21450;Fontaines en duesmois;162;284;299;314;334;568;624;731;789
21610;Fontaine francaise;221;394;409;424;444;789;868;997;1066
21121;Fontaines les dijon;230;411;426;441;461;823;905;1037;1108
21330;Fontaines les seches;143;248;263;278;298;496;546;646;700
21390;Fontangy;206;366;381;396;416;733;806;929;996
21610;Fontenelle;223;398;413;428;448;796;876;1006;1075
21460;Forleans;190;336;351;366;386;673;740;857;921
21580;Fraignot et vesvrotte;183;323;338;353;373;646;711;826;888
21440;Francheville;156;273;288;303;323;545;600;704;761
21170;Franxault;273;492;507;522;542;984;1082;1231;1310
21120;Frenois;196;348;363;378;398;695;765;884;949
21500;Fresnes;176;310;325;340;360;620;682;794;855
21150;Frolois;176;310;325;340;360;620;682;794;855
21700;Fussey;272;490;505;520;540;980;1078;1226;1305
21120;Gemeaux;212;378;393;408;428;755;831;956;1024
21140;Genay;188;333;348;363;383;665;732;848;911
21110;Genlis;245;439;454;469;489;879;967;1105;1178
21410;Gergueil;268;483;498;513;533;965;1062;1208;1286
21700;Gerland;262;471;486;501;521;943;1037;1181;1258
21220;Gevrey chambertin;261;469;484;499;519;939;1033;1177;1253
21520;Gevrolles;133;229;244;259;279;459;505;601;653
21640;Gilly les citeaux;266;479;494;509;529;958;1053;1199;1277
21350;Gissey le vieil;217;387;402;417;437;774;851;979;1047
21150;Gissey sous flavigny;183;323;338;353;373;646;711;826;888
21410;Gissey sur ouche;266;479;494;509;529;958;1053;1199;1277
21250;Glanon;277;499;514;529;549;999;1099;1249;1328
21400;Gommeville;123;211;226;241;261;421;463;556;607
21520;Les goulles;152;265;280;295;315;530;583;686;743
21580;Grancey le chateau neuvel;183;323;338;353;373;646;711;826;888
21570;Grancey sur ource;119;203;218;233;253;406;447;538;588
21540;Grenand les sombernon;238;426;441;456;476;853;938;1073;1146
21150;Gresigny ste reine;179;316;331;346;366;631;694;808;869
21150;Grignon;178;314;329;344;364;628;690;803;864
21330;Griselles;132;228;243;258;278;455;501;596;649
21540;Grosbois en montagne;210;374;389;404;424;748;822;947;1014
21250;Grosbois les tichey;294;531;546;561;581;1063;1169;1325;1408
21290;Gurgy la ville;157;274;289;304;324;549;604;709;766
21290;Gurgyle chateau;161;282;297;312;332;564;620;727;785
21150;Hauteroche;186;329;344;359;379;658;723;839;902
21121;Hauteville les dijon;231;413;428;443;463;826;909;1042;1113
21270;Heuilley sur saone;243;436;451;466;486;871;958;1096;1169
21120;Is sur tille;212;378;393;408;428;755;831;956;1024
21340;Ivry en montagne;255;458;473;488;508;916;1008;1150;1225
21110;Izeure;253;454;469;484;504;909;1000;1141;1216
21110;Izier;228;408;423;438;458;815;897;1028;1099
21150;Jailly les moulins;197;349;364;379;399;699;769;889;953
21250;Jallanges;286;516;531;546;566;1033;1136;1289;1371
21310;Jancigny;235;421;436;451;471;841;925;1060;1132
21460;Jeux les bard;177;312;327;342;362;624;686;799;860
21230;Jouey;242;434;449;464;484;868;954;1091;1164
21450;Jours les baigneux;167;293;308;323;343;586;645;754;813
21340;Jours en vaux;254;456;471;486;506;913;1004;1145;1221
21210;Juillenay;204;363;378;393;413;725;798;920;986
21140;Juilly;148;258;273;288;308;515;567;668;724
21110;Labergement foigney;249;447;462;477;497;894;983;1123;1197
21130;Labergement les auxonne;262;471;486;501;521;943;1037;1181;1258
21820;Labergement les seurre;283;511;526;541;561;1021;1123;1276;1357
21250;Labruyere;194;344;359;374;394;688;756;875;939
21230;Lacanche;248;445;460;475;495;890;979;1118;1193
21210;Lacour d arcenay;206;366;381;396;416;733;806;929;996
21330;Laignes;135;233;248;263;283;466;513;610;663
21760;Lamarche sur saone;250;449;464;479;499;898;987;1127;1202
21440;Lamargelle;189;334;349;364;384;669;736;853;916
21370;Lantenay;213;379;394;409;429;759;835;961;1028
21250;Lanthes;292;528;543;558;578;1055;1161;1316;1399
21140;Lantilly;175;308;323;338;358;616;678;790;850
21170;Laperriere sur saone;267;481;496;511;531;961;1057;1204;1282
21330;Larrey;134;231;246;261;281;463;509;605;658
21150;Les laumes;187;331;346;361;381;661;727;844;907
21250;Lechatelet;267;481;496;511;531;961;1057;1204;1282
21440;Lery;189;334;349;364;384;669;736;853;916
21290;Leuglay;153;267;282;297;317;534;587;691;747
21200;Levernois;280;505;520;535;555;1010;1111;1262;1343
21610;Licey sur vingeanne;225;402;417;432;452;804;884;1015;1085
21430;Liernais;213;379;394;409;429;759;835;961;1028
21520;Lignerolles;150;261;276;291;311;523;575;677;733
21110;Longchamp;246;441;456;471;491;883;971;1109;1183
21110;Longeault;255;458;473;488;508;916;1008;1150;1225
21110;Longecourt en plaine;248;445;460;475;495;890;979;1118;1193
21230;Longecourt les culetre;239;428;443;458;478;856;942;1078;1150
21600;Longvic;241;432;447;462;482;864;950;1087;1160
21170;Losne;267;481;496;511;531;961;1057;1204;1282
21520;Louesme;143;248;263;278;298;496;546;646;700
21150;Lucenay le duc;167;293;308;323;343;586;645;754;813
21290;Lucey;142;246;261;276;296;493;542;641;696
21360;Lusigny sur ouche;245;439;454;469;489;879;967;1105;1178
21120;Lux;218;389;404;419;439;778;855;983;1052
21320;Maconge;227;406;421;436;456;811;892;1024;1094
21230;Magnien;245;439;454;469;489;879;967;1105;1178
21450;Magny lambert;161;282;297;312;332;564;620;727;785
21140;Magny la ville;191;338;353;368;388;676;744;862;925
21170;Magny les aubigny;259;466;481;496;516;931;1024;1168;1244
21130;Magny montarlot;262;471;486;501;521;943;1037;1181;1258
21700;Magny les villers;271;488;503;518;538;976;1074;1222;1300
21310;Magny st medard;236;423;438;453;473;845;930;1064;1136
21110;Magny sur tille;242;434;449;464;484;868;954;1091;1164
21130;Les maillys;263;473;488;503;523;946;1041;1186;1263
21400;Maisey le duc;146;254;269;284;304;508;558;659;714
21410;Malain;262;471;486;501;521;943;1037;1181;1258
21230;Maligny;244;438;453;468;488;875;963;1100;1174
21430;Manlay;223;398;413;428;448;796;876;1006;1075
21270;Marandeuil;234;419;434;449;469;838;921;1055;1127
21350;Marcellois;208;370;385;400;420;740;814;938;1005
21330;Marcenay;137;237;252;267;287;474;521;619;672
21430;Marcheseuil;223;398;413;428;448;796;876;1006;1075
21390;Marcigny sous thil;203;361;376;391;411;721;793;916;982
21350;Marcilly les vitteaux;200;355;370;385;405;710;781;902;968
21320;Marcilly ogny;217;387;402;417;437;774;851;979;1047
21120;Marcilly sur tille;210;374;389;404;424;748;822;947;1014
21700;Marey les fussey;270;486;501;516;536;973;1070;1217;1296
21120;Marey sur tille;193;342;357;372;392;684;752;871;935
21150;Marigny le cahouet;192;340;355;370;390;680;748;866;930
21200;Marigny les reullee;287;518;533;548;568;1036;1140;1294;1375
21110;Marliens;250;449;464;479;499;898;987;1127;1202
21500;Marmagne;171;301;316;331;351;601;661;772;832
21160;Marsannay la cote;246;441;456;471;491;883;971;1109;1183
21380;Marsannay le bois;219;391;406;421;441;781;859;988;1057
21320;Martrois;220;393;408;423;443;785;864;992;1061
21400;Massingy;145;252;267;282;302;504;554;655;710
21140;Massingy les semur;188;333;348;363;383;665;732;848;911
21350;Massingy les vitteaux;203;361;376;391;411;721;793;916;982
21430;Maupas;215;383;398;413;433;766;843;970;1038
21510;Mauvilly;163;286;301;316;336;571;628;736;794
21190;Mavilly mandelot;253;454;469;484;504;909;1000;1141;1216
21270;Maxilly sur saone;241;432;447;462;482;864;950;1087;1160
21320;Meilly sur rouvres;228;408;423;438;458;815;897;1028;1099
21580;Le meix;189;334;349;364;384;669;736;853;916
21190;Meloisey;288;520;535;550;570;1040;1144;1298;1380
21290;Menesble;164;288;303;318;338;575;633;740;799
21430;Menessaire;225;402;417;432;452;804;884;1015;1085
21150;Menetreux le pitois;182;321;336;351;371;643;707;821;883
21190;Merceuil;274;494;509;524;544;988;1086;1235;1314
21540;Mesmont;266;479;494;509;529;958;1053;1199;1277
21220;Messanges;269;484;499;514;534;969;1066;1213;1291
21380;Messigny et vantoux;228;408;423;438;458;815;897;1028;1099
21700;Meuilley;267;481;496;511;531;961;1057;1204;1282
21510;Meulson;168;295;310;325;345;590;649;758;818
21200;Meursanges;288;520;535;550;570;1040;1144;1298;1380
21190;Meursault;287;518;533;548;568;1036;1140;1294;1375
21140;Millery;179;316;331;346;366;631;694;808;869
21230;Mimeure;237;424;439;454;474;849;934;1069;1141
21510;Minot;176;310;325;340;360;620;682;794;855
21310;Mirebeau sur beze;225;402;417;432;452;804;884;1015;1085
21210;Missery;210;374;389;404;424;748;822;947;1014
21510;Moitron;169;297;312;327;347;594;653;763;822
21330;Molesmes;117;199;214;229;249;399;439;529;578
21340;Molinot;259;466;481;496;516;931;1024;1168;1244
21120;Moloy;218;389;404;419;439;778;855;983;1052
21210;Molphey;196;348;363;378;398;695;765;884;949
21200;Montagny les beaune;279;503;518;533;553;1006;1107;1258;1338
21250;Montagny les seurre;292;528;543;558;578;1055;1161;1316;1399
21500;Montbard;170;299;314;329;349;598;657;767;827
21460;Montberthault;189;334;349;364;384;669;736;853;916
21360;Montceau et echarnant;249;447;462;477;497;894;983;1123;1197
21190;Monthelie;286;516;531;546;566;1033;1136;1289;1371
21500;Montigny montfort;170;299;314;329;349;598;657;767;827
21390;Montigny st barthelemy;200;355;370;385;405;710;781;902;968
21140;Montigny sur armancon;203;361;376;391;411;721;793;916;982
21520;Montigny sur aube;137;237;252;267;287;474;521;619;672
21610;Montigny mornay villeneuv;214;381;396;411;431;763;839;965;1033
21210;Montlay en auxois;204;363;378;393;413;725;798;920;986
21400;Montliot et courcelles;132;228;243;258;278;455;501;596;649
21250;Montmain;277;499;514;529;549;999;1099;1249;1328
21270;Montmancon;232;415;430;445;465;830;913;1046;1118
21290;Montmoyen;164;288;303;318;338;575;633;740;799
21540;Montoillot;239;428;443;458;478;856;942;1078;1150
21170;Montot;264;475;490;505;525;950;1045;1190;1268
21320;Mont st jean;214;381;396;411;431;763;839;965;1033
21220;Morey st denis;254;456;471;486;506;913;1004;1145;1221
21610;Mornay;215;383;398;413;433;766;843;970;1038
21400;Mosson;133;229;244;259;279;459;505;601;653
21210;La motte ternant;211;376;391;406;426;751;826;952;1019
21500;Moutiers st jean;170;299;314;329;349;598;657;767;827
21230;Musigny;235;421;436;451;471;841;925;1060;1132
21150;Mussy la fosse;186;329;344;359;379;658;723;839;902
21390;Nan sous thil;203;361;376;391;411;721;793;916;982
21190;Nantoux;286;516;531;546;566;1033;1136;1289;1371
21330;Nesle et massoult;147;256;271;286;306;511;562;664;719
21800;Neuilly les dijon;240;430;445;460;480;860;946;1082;1155
21580;Neuvelle les grancey;183;323;338;353;373;646;711;826;888
21330;Nicey;136;235;250;265;285;470;517;614;668
21400;Nod sur seine;149;259;274;289;309;519;571;673;728
21500;Nogent les monbard;173;304;319;334;354;609;670;781;841
21390;Noidan;201;357;372;387;407;714;785;907;972
21910;Noiron sous gevrey;251;451;466;481;501;901;991;1132;1207
21310;Noiron sur beze;222;396;411;426;446;793;872;1001;1071
21400;Noiron sur seine;125;214;229;244;264;429;472;565;616
21340;Nolay;298;539;554;569;589;1078;1185;1343;1427
21490;Norges la ville;222;396;411;426;446;793;872;1001;1071
21390;Normier;209;372;387;402;422;744;818;943;1010
21700;Nuits st georges;261;469;484;499;519;939;1033;1177;1253
21400;Obtree;129;222;237;252;272;444;488;583;635
21450;Oigny;168;295;310;325;345;590;649;758;818
21310;Oisilly;230;411;426;441;461;823;905;1037;1108
21610;Orain;223;398;413;428;448;796;876;1006;1075
