cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
02380;Leuilly-sous-Coucy;133;157;187;217;237;313;360;391;438
02880;Leury;132;156;186;216;236;311;358;389;435
02500;Leuze;155;180;210;240;260;361;415;451;505
02420;Levergies;186;214;244;274;294;428;492;535;599
02220;Lhuys;108;130;160;190;210;259;298;324;363
02810;Licy-Clignon;136;160;190;220;240;320;368;400;448
02860;Lierval;129;152;182;212;232;305;350;381;426
02350;Liesse-Notre-Dame;127;150;180;210;230;300;345;375;420
02700;Liez;164;190;220;250;270;380;437;475;532
02220;Limé;107;128;158;188;208;257;295;321;360
02340;Lislet;130;153;183;213;233;307;353;383;429
02320;Lizy;150;175;205;235;255;350;403;438;490
02500;Logny-lès-Aubenton;152;177;207;237;257;354;407;443;496
02600;Longpont;152;177;207;237;257;354;407;443;496
02160;Longueval-Barbonval;103;124;154;184;204;248;285;310;347
02190;Lor;104;125;155;185;205;250;288;313;350
02600;Louâtre;149;174;204;234;254;348;400;435;487
02130;Loupeigne;111;133;163;193;213;266;305;332;372
02400;Lucy-le-Bocage;105;126;156;186;206;253;290;316;354
02140;Lugny;150;175;205;235;255;350;403;438;490
02500;Luzoir;173;200;230;260;280;400;460;500;560
02440;Ly-Fontaine;167;193;223;253;273;387;445;484;542
02220;Maast-et-Violaine;129;152;182;212;232;305;350;381;426
02350;Mâchecourt;146;171;201;231;251;341;393;427;478
02470;Macogny;143;167;197;227;247;335;385;419;469
02120;Macquigny;174;201;231;261;281;402;462;503;563
02420;Magny-la-Fosse;185;213;243;273;293;426;490;532;596
02490;Maissemy;178;205;235;265;285;411;472;513;575
02160;Maizy;107;128;158;188;208;257;295;321;360
02120;Malzy;176;203;233;263;283;406;467;508;569
02300;Manicamp;174;201;231;261;281;402;462;503;563
02350;Marchais;146;171;201;231;251;341;393;427;478
02540;Marchais-en-Brie;75;94;124;154;174;188;216;234;263
02720;Marcy;173;200;230;260;280;400;460;500;560
02250;Marcy-sous-Marle;148;173;203;233;253;346;398;432;484
02300;Marest-Dampcourt;173;200;230;260;280;400;460;500;560
02130;Mareuil-en-Dôle;110;132;162;192;212;263;303;329;369
02140;Marfontaine;155;180;210;240;260;361;415;451;505
02880;Margival;125;148;178;208;228;296;340;370;414
02810;Marigny-en-Orxois;108;130;160;190;210;259;298;324;363
02470;Marizy-Sainte-Geneviève;122;145;175;205;225;289;333;362;405
02470;Marizy-Saint-Mard;118;140;170;200;220;281;323;351;393
02250;Marle;147;172;202;232;252;344;395;429;481
