cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
54540;Saint-Maurice-aux-Forges;227;406;421;436;456;811;892;1024;1094
54130;Saint-Max;170;299;314;329;349;598;657;767;827
54210;Saint-Nicolas-de-Port;182;321;336;351;371;643;707;821;883
54730;Saint-Pancré;183;323;338;353;373;646;711;826;888
54740;Saint-Remimont;196;348;363;378;398;695;765;884;949
54290;Saint-Rémy-aux-Bois;210;374;389;404;424;748;822;947;1014
54480;Saint-Sauveur;241;432;447;462;482;864;950;1087;1160
54620;Saint-Supplet;178;314;329;344;364;628;690;803;864
54380;Saizerais;166;291;306;321;341;583;641;749;808
54560;Sancy;186;329;344;359;379;658;723;839;902
54200;Sanzey;148;258;273;288;308;515;567;668;724
54650;Saulnes;193;342;357;372;392;684;752;871;935
54115;Saulxerotte;169;297;312;327;347;594;653;763;822
54420;Saulxures-lès-Nancy;182;321;336;351;371;643;707;821;883
54170;Saulxures-lès-Vannes;151;263;278;293;313;526;579;682;738
54330;Saxon-Sion;184;325;340;355;375;650;715;830;893
54280;Seichamps;181;319;334;349;369;639;703;817;878
54470;Seicheprey;144;250;265;280;300;500;550;650;705
54170;Selaincourt;167;293;308;323;343;586;645;754;813
54830;Seranville;213;379;394;409;429;759;835;961;1028
54370;Serres;199;353;368;383;403;706;777;898;963
54560;Serrouville;180;318;333;348;368;635;699;812;874
54550;Sexey-aux-Forges;163;286;301;316;336;571;628;736;794
54840;Sexey-les-Bois;159;278;293;308;328;556;612;718;775
54300;Sionviller;202;359;374;389;409;718;789;911;977
54610;Sivry;183;323;338;353;373;646;711;826;888
54110;Sommerviller;193;342;357;372;392;684;752;871;935
54280;Sornéville;195;346;361;376;396;691;760;880;944
54800;Sponville;163;286;301;316;336;571;628;736;794
54480;Tanconville;233;417;432;447;467;834;917;1051;1122
54116;Tantonville;191;338;353;368;388;676;744;862;925
54260;Tellancourt;180;318;333;348;368;635;699;812;874
54330;Thélod;174;306;321;336;356;613;674;785;846
54930;They-sous-Vaudemont;184;325;340;355;375;650;715;830;893
54610;Thézey-Saint-Martin;197;349;364;379;399;699;769;889;953
54470;Thiaucourt-Regniéville;159;278;293;308;328;556;612;718;775
54120;Thiaville-sur-Meurthe;228;408;423;438;458;815;897;1028;1099
54300;Thiébauménil;208;370;385;400;420;740;814;938;1005
54880;Thil;194;344;359;374;394;688;756;875;939
54115;Thorey-Lyautey;178;314;329;344;364;628;690;803;864
54170;Thuilley-aux-Groseilles;163;286;301;316;336;571;628;736;794
54800;Thumeréville;165;289;304;319;339;579;637;745;803
54190;Tiercelet;191;338;353;368;388;676;744;862;925
54510;Tomblaine;180;318;333;348;368;635;699;812;874
54210;Tonnoy;186;329;344;359;379;658;723;839;902
54200;Toul;144;250;265;280;300;500;550;650;705
54115;Tramont-Émy;182;321;336;351;371;643;707;821;883
54115;Tramont-Lassus;181;319;334;349;369;639;703;817;878
54115;Tramont-Saint-André;180;318;333;348;368;635;699;812;874
54385;Tremblecourt;164;288;303;318;338;575;633;740;799
54750;Trieux;182;321;336;351;371;643;707;821;883
54570;Trondes;137;237;252;267;287;474;521;619;672
54800;Tronville;164;288;303;318;338;575;633;740;799
54640;Tucquegnieux;181;319;334;349;369;639;703;817;878
54870;Ugny;179;316;331;346;366;631;694;808;869
54112;Uruffe;142;246;261;276;296;493;542;641;696
54540;Vacqueville;228;408;423;438;458;815;897;1028;1099
54480;Val-et-Châtillon;237;424;439;454;474;849;934;1069;1141
54370;Valhey;204;363;378;393;413;725;798;920;986
54910;Valleroy;168;295;310;325;345;590;649;758;818
54830;Vallois;213;379;394;409;429;759;835;961;1028
54890;Vandelainville;173;304;319;334;354;609;670;781;841
54115;Vandeléville;175;308;323;338;358;616;678;790;850
54121;Vandières;168;295;310;325;345;590;649;758;818
54500;Vandœuvre-lès-Nancy;172;303;318;333;353;605;666;776;836
54112;Vannes-le-Châtel;146;254;269;284;304;508;558;659;714
54110;Varangéville;182;321;336;351;371;643;707;821;883
54122;Vathiménil;211;376;391;406;426;751;826;952;1019
54370;Vaucourt;211;376;391;406;426;751;826;952;1019
54330;Vaudémont;185;327;342;357;377;654;719;835;897
54740;Vaudeville;187;331;346;361;381;661;727;844;907
54740;Vaudigny;189;334;349;364;384;669;736;853;916
54120;Vaxainville;222;396;411;426;446;793;872;1001;1071
54450;Vého;217;387;402;417;437;774;851;979;1047
54840;Velaine-en-Haye;158;276;291;306;326;553;608;713;771
54280;Velaine-sous-Amance;188;333;348;363;383;665;732;848;911
54290;Velle-sur-Moselle;189;334;349;364;384;669;736;853;916
54540;Veney;229;409;424;439;459;819;901;1033;1103
54830;Vennezey;210;374;389;404;424;748;822;947;1014
54450;Verdenal;230;411;426;441;461;823;905;1037;1108
54330;Vézelise;176;310;325;340;360;620;682;794;855
54470;Viéville-en-Haye;160;280;295;310;330;560;616;722;780
54360;Vigneulles;191;338;353;368;388;676;744;862;925
54700;Vilcey-sur-Trey;164;288;303;318;338;575;633;740;799
54290;Villacourt;201;357;372;387;407;714;785;907;972
54620;Ville-au-Montois;180;318;333;348;368;635;699;812;874
54380;Ville-au-Val;175;308;323;338;358;616;678;790;850
54890;Villecey-sur-Mad;179;316;331;346;366;631;694;808;869
54210;Ville-en-Vermois;180;318;333;348;368;635;699;812;874
54730;Ville-Houdlémont;186;329;344;359;379;658;723;839;902
54380;Villers-en-Haye;168;295;310;325;345;590;649;758;818
54870;Villers-la-Chèvre;184;325;340;355;375;650;715;830;893
54920;Villers-la-Montagne;186;329;344;359;379;658;723;839;902
54260;Villers-le-Rond;176;310;325;340;360;620;682;794;855
54760;Villers-lès-Moivrons;188;333;348;363;383;665;732;848;911
54600;Villers-lès-Nancy;166;291;306;321;341;583;641;749;808
54700;Villers-sous-Prény;166;291;306;321;341;583;641;749;808
54190;Villerupt;190;336;351;366;386;673;740;857;921
54800;Ville-sur-Yron;166;291;306;321;341;583;641;749;808
54260;Villette;179;316;331;346;366;631;694;808;869
54840;Villey-le-Sec;153;267;282;297;317;534;587;691;747
54200;Villey-Saint-Étienne;157;274;289;304;324;549;604;709;766
54290;Virecourt;198;351;366;381;401;703;773;893;958
54123;Viterne;168;295;310;325;345;590;649;758;818
54330;Vitrey;174;306;321;336;356;613;674;785;846
54300;Vitrimont;193;342;357;372;392;684;752;871;935
54700;Vittonville;172;303;318;333;353;605;666;776;836
54260;Viviers-sur-Chiers;176;310;325;340;360;620;682;794;855
54134;Voinémont;185;327;342;357;377;654;719;835;897
54330;Vroncourt;179;316;331;346;366;631;694;808;869
54890;Waville;171;301;316;331;351;601;661;772;832
54470;Xammes;162;284;299;314;334;568;624;731;789
54300;Xermaménil;202;359;374;389;409;718;789;911;977
54990;Xeuilley;175;308;323;338;358;616;678;790;850
54740;Xirocourt;186;329;344;359;379;658;723;839;902
54490;Xivry-Circourt;180;318;333;348;368;635;699;812;874
54800;Xonville;165;289;304;319;339;579;637;745;803
54370;Xousse;225;402;417;432;452;804;884;1015;1085
54370;Xures;216;385;400;415;435;770;847;974;1043
