cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
89450;Vézelay;177;204;234;264;284;409;470;511;572
89700;Vézinnes;124;147;177;207;227;294;338;367;411
89420;Vignes;171;198;228;258;278;396;455;494;554
89340;Villeblevin;120;143;173;203;223;285;328;356;399
89150;Villebougis;125;148;178;208;228;296;340;370;414
89320;Villechétive;119;141;171;201;221;283;325;354;396
89300;Villecien;149;174;204;234;254;348;400;435;487
89240;Villefargeau;149;174;204;234;254;348;400;435;487
89120;Villefranche;180;208;238;268;288;415;477;519;581
89140;Villemanoche;138;162;192;222;242;324;373;405;454
89113;Villemer;136;160;190;220;240;320;368;400;448
89140;Villenavotte;120;143;173;203;223;285;328;356;399
89150;Villeneuve-la-Dondagre;160;186;216;246;266;372;427;465;520
89340;Villeneuve-la-Guyard;118;140;170;200;220;281;323;351;393
89190;Villeneuve-l'Archevêque;118;140;170;200;220;281;323;351;393
89350;Villeneuve-les-Genêts;183;211;241;271;291;422;485;527;590
89230;Villeneuve-Saint-Salves;134;158;188;218;238;315;363;394;441
89500;Villeneuve-sur-Yonne;162;188;218;248;268;376;432;470;526
89140;Villeperrot;153;178;208;238;258;357;410;446;499
89100;Villeroy;140;164;194;224;244;328;378;410;460
89140;Villethierry;127;150;180;210;230;300;345;375;420
89330;Villevallier;171;198;228;258;278;396;455;494;554
89160;Villiers-les-Hauts;146;171;201;231;251;341;393;427;478
89320;Villiers-Louis;133;157;187;217;237;313;360;391;438
89130;Villiers-Saint-Benoît;175;202;232;262;282;404;465;505;566
89110;Villiers-sur-Tholon;157;183;213;243;263;365;420;456;511
89360;Villiers-Vineux;122;145;175;205;225;289;333;362;405
89740;Villon;113;135;165;195;215;270;310;337;378
89800;Villy;142;166;196;226;246;333;383;416;466
89290;Vincelles;155;180;210;240;260;361;415;451;505
89290;Vincelottes;156;182;212;242;262;363;417;454;508
89140;Vinneuf;112;134;164;194;214;268;308;335;375
89160;Vireaux;136;160;190;220;240;320;368;400;448
89700;Viviers;125;148;178;208;228;296;340;370;414
89260;Voisines;116;138;168;198;218;276;318;345;387
89710;Volgré;156;182;212;242;262;363;417;454;508
89270;Voutenay-sur-Cure;162;188;218;248;268;376;432;470;526
89700;Yrouerre;135;159;189;219;239;318;365;397;445
