cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
77181;Courtry;145;252;267;282;302;504;554;655;710
77154;Coutençon;120;205;220;235;255;410;451;542;593
77580;Coutevroult;115;196;211;226;246;391;430;520;569
77580;Crécy-la-Chapelle;115;196;211;226;246;391;430;520;569
77124;Crégy-lès-Meaux;125;214;229;244;264;429;472;565;616
77610;Crèvecœur-en-Brie;115;196;211;226;246;391;430;520;569
77390;Crisenoy;130;224;239;254;274;448;492;587;639
77183;Croissy-Beaubourg;135;233;248;263;283;466;513;610;663
77370;La Croix-en-Brie;100;168;183;198;218;335;369;452;499
77840;Crouy-sur-Ourcq;120;205;220;235;255;410;451;542;593
77160;Cucharmoy;95;158;173;188;208;316;348;430;475
77165;Cuisy;135;233;248;263;283;466;513;610;663
77320;Dagny;95;158;173;188;208;316;348;430;475
77190;Dammarie-lès-Lys;140;243;258;273;293;485;534;632;686
77230;Dammartin-en-Goële;145;252;267;282;302;504;554;655;710
77163;Dammartin-sur-Tigeaux;110;186;201;216;236;373;410;497;546
77400;Dampmart;135;233;248;263;283;466;513;610;663
77140;Darvault;145;252;267;282;302;504;554;655;710
77440;Dhuisy;110;186;201;216;236;373;410;497;546
77940;Diant;130;224;239;254;274;448;492;587;639
77520;Donnemarie-Dontilly;110;186;201;216;236;373;410;497;546
77130;Dormelles;135;233;248;263;283;466;513;610;663
77510;Doue;95;158;173;188;208;316;348;430;475
77139;Douy-la-Ramée;130;224;239;254;274;448;492;587;639
77830;Échouboulains;120;205;220;235;255;410;451;542;593
77820;Les Écrennes;125;214;229;244;264;429;472;565;616
77250;Écuelles;140;243;258;273;293;485;534;632;686
77126;Égligny;110;186;201;216;236;373;410;497;546
77620;Égreville;150;261;276;291;311;523;575;677;733
77184;Émerainville;140;243;258;273;293;485;534;632;686
77250;Épisy;140;243;258;273;293;485;534;632;686
77450;Esbly;125;214;229;244;264;429;472;565;616
77940;Esmans;125;214;229;244;264;429;472;565;616
77139;Étrépilly;125;214;229;244;264;429;472;565;616
77157;Everly;95;158;173;188;208;316;348;430;475
77166;Évry-Grégy-sur-Yerres;135;233;248;263;283;466;513;610;663
77515;Faremoutiers;105;177;192;207;227;354;389;475;522
77220;Favières;125;214;229;244;264;429;472;565;616
77167;Faÿ-lès-Nemours;155;271;286;301;321;541;595;700;757
77133;Féricy;135;233;248;263;283;466;513;610;663
77150;Férolles-Attilly;130;224;239;254;274;448;492;587;639
77164;Ferrières-en-Brie;130;224;239;254;274;448;492;587;639
77320;La Ferté-Gaucher;80;130;145;160;180;260;286;362;405
77260;La Ferté-sous-Jouarre;105;177;192;207;227;354;389;475;522
77940;Flagy;135;233;248;263;283;466;513;610;663
77930;Fleury-en-Bière;155;271;286;301;321;541;595;700;757
77300;Fontainebleau;145;252;267;282;302;504;554;655;710
77480;Fontaine-Fourches;95;158;173;188;208;316;348;430;475
77590;Fontaine-le-Port;135;233;248;263;283;466;513;610;663
77370;Fontains;115;196;211;226;246;391;430;520;569
77370;Fontenailles;115;196;211;226;246;391;430;520;569
77610;Fontenay-Trésigny;110;186;201;216;236;373;410;497;546
77165;Forfry;135;233;248;263;283;466;513;610;663
77130;Forges;130;224;239;254;274;448;492;587;639
77390;Fouju;130;224;239;254;274;448;492;587;639
77410;Fresnes-sur-Marne;135;233;248;263;283;466;513;610;663
77320;Frétoy;85;139;154;169;189;279;307;385;428
77760;Fromont;170;299;314;329;349;598;657;767;827
77470;Fublaines;120;205;220;235;255;410;451;542;593
77890;Garentreville;165;289;304;319;339;579;637;745;803
77370;Gastins;105;177;192;207;227;354;389;475;522
77690;La Genevraye;145;252;267;282;302;504;554;655;710
77910;Germigny-l'Évêque;115;196;211;226;246;391;430;520;569
77840;Germigny-sous-Coulombs;115;196;211;226;246;391;430;520;569
77165;Gesvres-le-Chapitre;130;224;239;254;274;448;492;587;639
77120;Giremoutiers;105;177;192;207;227;354;389;475;522
77890;Gironville;170;299;314;329;349;598;657;767;827
77114;Gouaix;90;149;164;179;199;298;327;407;452
77400;Gouvernes;135;233;248;263;283;466;513;610;663
77130;La Grande-Paroisse;130;224;239;254;274;448;492;587;639
77720;Grandpuits-Bailly-Carrois;115;196;211;226;246;391;430;520;569
77118;Gravon;115;196;211;226;246;391;430;520;569
77410;Gressy;140;243;258;273;293;485;534;632;686
77220;Gretz-Armainvilliers;125;214;229;244;264;429;472;565;616
77880;Grez-sur-Loing;150;261;276;291;311;523;575;677;733
77166;Grisy-Suisnes;130;224;239;254;274;448;492;587;639
77480;Grisy-sur-Seine;95;158;173;188;208;316;348;430;475
77580;Guérard;110;186;201;216;236;373;410;497;546
77760;Guercheville;165;289;304;319;339;579;637;745;803
77600;Guermantes;135;233;248;263;283;466;513;610;663
77390;Guignes;120;205;220;235;255;410;451;542;593
77520;Gurcy-le-Châtel;110;186;201;216;236;373;410;497;546
77515;Hautefeuille;110;186;201;216;236;373;410;497;546
77580;La Haute-Maison;110;186;201;216;236;373;410;497;546
77850;Héricy;135;233;248;263;283;466;513;610;663
77114;Hermé;85;139;154;169;189;279;307;385;428
77510;Hondevilliers;90;149;164;179;199;298;327;407;452
77610;La Houssaye-en-Brie;115;196;211;226;246;391;430;520;569
77890;Ichy;170;299;314;329;349;598;657;767;827
77440;Isles-les-Meldeuses;115;196;211;226;246;391;430;520;569
77450;Isles-lès-Villenoy;125;214;229;244;264;429;472;565;616
77165;Iverny;135;233;248;263;283;466;513;610;663
77450;Jablines;125;214;229;244;264;429;472;565;616
77440;Jaignes;110;186;201;216;236;373;410;497;546
77480;Jaulnes;100;168;183;198;218;335;369;452;499
77600;Jossigny;125;214;229;244;264;429;472;565;616
77640;Jouarre;110;186;201;216;236;373;410;497;546
77970;Jouy-le-Châtel;95;158;173;188;208;316;348;430;475
77320;Jouy-sur-Morin;85;139;154;169;189;279;307;385;428
77230;Juilly;140;243;258;273;293;485;534;632;686
77650;Jutigny;95;158;173;188;208;316;348;430;475
77400;Lagny-sur-Marne;135;233;248;263;283;466;513;610;663
77760;Larchant;160;280;295;310;330;560;616;722;780
77148;Laval-en-Brie;115;196;211;226;246;391;430;520;569
77171;Léchelle;80;130;145;160;180;260;286;362;405
77320;Lescherolles;75;121;136;151;171;241;265;340;382
77450;Lesches;125;214;229;244;264;429;472;565;616
77150;Lésigny;135;233;248;263;283;466;513;610;663
77320;Leudon-en-Brie;85;139;154;169;189;279;307;385;428
77127;Lieusaint;140;243;258;273;293;485;534;632;686
77550;Limoges-Fourches;130;224;239;254;274;448;492;587;639
77550;Lissy;130;224;239;254;274;448;492;587;639
77220;Liverdy-en-Brie;120;205;220;235;255;410;451;542;593
77000;Livry-sur-Seine;145;252;267;282;302;504;554;655;710
77650;Lizines;105;177;192;207;227;354;389;475;522
77440;Lizy-sur-Ourcq;115;196;211;226;246;391;430;520;569
77185;Lognes;135;233;248;263;283;466;513;610;663
77230;Longperrier;145;252;267;282;302;504;554;655;710
77650;Longueville;95;158;173;188;208;316;348;430;475
77710;Lorrez-le-Bocage-Préaux;140;243;258;273;293;485;534;632;686
77560;Louan-Villegruis-Fontaine;70;111;126;141;161;223;245;317;358
77520;Luisetaines;105;177;192;207;227;354;389;475;522
77540;Lumigny-Nesles-Ormeaux;110;186;201;216;236;373;410;497;546
77138;Luzancy;100;168;183;198;218;335;369;452;499
77133;Machault;130;224;239;254;274;448;492;587;639
77570;La Madeleine-sur-Loing;165;289;304;319;339;579;637;745;803
77700;Magny-le-Hongre;130;224;239;254;274;448;492;587;639
77950;Maincy;135;233;248;263;283;466;513;610;663
77580;Maisoncelles-en-Brie;110;186;201;216;236;373;410;497;546
77570;Maisoncelles-en-Gâtinais;165;289;304;319;339;579;637;745;803
77370;Maison-Rouge;100;168;183;198;218;335;369;452;499
77230;Marchémoret;140;243;258;273;293;485;534;632;686
77139;Marcilly;135;233;248;263;283;466;513;610;663
77560;Les Marêts;80;130;145;160;180;260;286;362;405
77100;Mareuil-lès-Meaux;125;214;229;244;264;429;472;565;616
77610;Marles-en-Brie;115;196;211;226;246;391;430;520;569
77120;Marolles-en-Brie;95;158;173;188;208;316;348;430;475
77130;Marolles-sur-Seine;120;205;220;235;255;410;451;542;593
77440;Mary-sur-Marne;115;196;211;226;246;391;430;520;569
77120;Mauperthuis;100;168;183;198;218;335;369;452;499
77990;Mauregard;150;261;276;291;311;523;575;677;733
77145;May-en-Multien;125;214;229;244;264;429;472;565;616
77100;Meaux;125;214;229;244;264;429;472;565;616
77350;Le Mée-sur-Seine;140;243;258;273;293;485;534;632;686
77520;Meigneux;105;177;192;207;227;354;389;475;522
77320;Meilleray;75;121;136;151;171;241;265;340;382
77000;Melun;135;233;248;263;283;466;513;610;663
77171;Melz-sur-Seine;85;139;154;169;189;279;307;385;428
77730;Méry-sur-Marne;105;177;192;207;227;354;389;475;522
77990;Le Mesnil-Amelot;145;252;267;282;302;504;554;655;710
77410;Messy;135;233;248;263;283;466;513;610;663
77130;Misy-sur-Yonne;115;196;211;226;246;391;430;520;569
77290;Mitry-Mory;145;252;267;282;302;504;554;655;710
77950;Moisenay;135;233;248;263;283;466;513;610;663
77550;Moissy-Cramayel;135;233;248;263;283;466;513;610;663
77570;Mondreville;170;299;314;329;349;598;657;767;827
77520;Mons-en-Montois;105;177;192;207;227;354;389;475;522
77250;Montarlot;135;233;248;263;283;466;513;610;663
77470;Montceaux-lès-Meaux;115;196;211;226;246;391;430;520;569
77151;Montceaux-lès-Provins;70;111;126;141;161;223;245;317;358
77140;Montcourt-Fromonville;150;261;276;291;311;523;575;677;733
77320;Montdauphin;75;121;136;151;171;241;265;340;382
77320;Montenils;70;111;126;141;161;223;245;317;358
77130;Montereau-Fault-Yonne;125;214;229;244;264;429;472;565;616
77950;Montereau-sur-le-Jard;135;233;248;263;283;466;513;610;663
77144;Montévrain;130;224;239;254;274;448;492;587;639
77230;Montgé-en-Goële;140;243;258;273;293;485;534;632;686
77122;Monthyon;130;224;239;254;274;448;492;587;639
77480;Montigny-le-Guesdier;105;177;192;207;227;354;389;475;522
77520;Montigny-Lencoup;110;186;201;216;236;373;410;497;546
77690;Montigny-sur-Loing;145;252;267;282;302;504;554;655;710
77940;Montmachoux;125;214;229;244;264;429;472;565;616
77320;Montolivet;75;121;136;151;171;241;265;340;382
77450;Montry;120;205;220;235;255;410;451;542;593
77250;Moret-sur-Loing;135;233;248;263;283;466;513;610;663
77720;Mormant;115;196;211;226;246;391;430;520;569
77163;Mortcerf;110;186;201;216;236;373;410;497;546
77160;Mortery;90;149;164;179;199;298;327;407;452
77120;Mouroux;100;168;183;198;218;335;369;452;499
77480;Mousseaux-lès-Bray;100;168;183;198;218;335;369;452;499
77230;Moussy-le-Neuf;145;252;267;282;302;504;554;655;710
77230;Moussy-le-Vieux;145;252;267;282;302;504;554;655;710
77480;Mouy-sur-Seine;100;168;183;198;218;335;369;452;499
77176;Nandy;145;252;267;282;302;504;554;655;710
77370;Nangis;110;186;201;216;236;373;410;497;546
77760;Nanteau-sur-Essonne;175;308;323;338;358;616;678;790;850
77710;Nanteau-sur-Lunain;145;252;267;282;302;504;554;655;710
77100;Nanteuil-lès-Meaux;120;205;220;235;255;410;451;542;593
77730;Nanteuil-sur-Marne;105;177;192;207;227;354;389;475;522
77230;Nantouillet;145;252;267;282;302;504;554;655;710
77140;Nemours;155;271;286;301;321;541;595;700;757
77610;Neufmoutiers-en-Brie;120;205;220;235;255;410;451;542;593
77186;Noisiel;135;233;248;263;283;466;513;610;663
77940;Noisy-Rudignon;130;224;239;254;274;448;492;587;639
77123;Noisy-sur-École;170;299;314;329;349;598;657;767;827
77140;Nonville;145;252;267;282;302;504;554;655;710
77114;Noyen-sur-Seine;95;158;173;188;208;316;348;430;475
77890;Obsonville;170;299;314;329;349;598;657;767;827
77440;Ocquerre;120;205;220;235;255;410;451;542;593
77178;Oissery;140;243;258;273;293;485;534;632;686
77750;Orly-sur-Morin;100;168;183;198;218;335;369;452;499
77167;Ormesson;160;280;295;310;330;560;616;722;780
77134;Les Ormes-sur-Voulzie;100;168;183;198;218;335;369;452;499
77280;Othis;140;243;258;273;293;485;534;632;686
77330;Ozoir-la-Ferrière;130;224;239;254;274;448;492;587;639
77390;Ozouer-le-Voulgis;120;205;220;235;255;410;451;542;593
77710;Paley;140;243;258;273;293;485;534;632;686
77830;Pamfou;130;224;239;254;274;448;492;587;639
77520;Paroy;100;168;183;198;218;335;369;452;499
77480;Passy-sur-Seine;100;168;183;198;218;335;369;452;499
77970;Pécy;100;168;183;198;218;335;369;452;499
77124;Penchard;125;214;229;244;264;429;472;565;616
77930;Perthes;150;261;276;291;311;523;575;677;733
77131;Pézarches;110;186;201;216;236;373;410;497;546
77580;Pierre-Levée;110;186;201;216;236;373;410;497;546
77181;Le Pin;140;243;258;273;293;485;534;632;686
77165;Le Plessis-aux-Bois;130;224;239;254;274;448;492;587;639
77540;Le Plessis-Feu-Aussoux;100;168;183;198;218;335;369;452;499
77165;Le Plessis-l'Évêque;135;233;248;263;283;466;513;610;663
77440;Le Plessis-Placy;120;205;220;235;255;410;451;542;593
77160;Poigny;90;149;164;179;199;298;327;407;452
77470;Poincy;115;196;211;226;246;391;430;520;569
77167;Poligny;155;271;286;301;321;541;595;700;757
77515;Pommeuse;105;177;192;207;227;354;389;475;522
77400;Pomponne;135;233;248;263;283;466;513;610;663
77340;Pontault-Combault;140;243;258;273;293;485;534;632;686
77135;Pontcarré;130;224;239;254;274;448;492;587;639
77410;Précy-sur-Marne;135;233;248;263;283;466;513;610;663
77220;Presles-en-Brie;125;214;229;244;264;429;472;565;616
77310;Pringy;145;252;267;282;302;504;554;655;710
77160;Provins;90;149;164;179;199;298;327;407;452
77139;Puisieux;125;214;229;244;264;429;472;565;616
77720;Quiers;110;186;201;216;236;373;410;497;546
77860;Quincy-Voisins;120;205;220;235;255;410;451;542;593
77370;Rampillon;105;177;192;207;227;354;389;475;522
77550;Réau;140;243;258;273;293;485;534;632;686
77510;Rebais;90;149;164;179;199;298;327;407;452
77760;Recloses;155;271;286;301;321;541;595;700;757
77710;Remauville;150;261;276;291;311;523;575;677;733
77260;Reuil-en-Brie;110;186;201;216;236;373;410;497;546
77000;La Rochette;145;252;267;282;302;504;554;655;710
77680;Roissy-en-Brie;135;233;248;263;283;466;513;610;663
77160;Rouilly;90;149;164;179;199;298;327;407;452
77230;Rouvres;145;252;267;282;302;504;554;655;710
77540;Rozay-en-Brie;105;177;192;207;227;354;389;475;522
77950;Rubelles;135;233;248;263;283;466;513;610;663
77760;Rumont;170;299;314;329;349;598;657;767;827
77560;Rupéreux;80;130;145;160;180;260;286;362;405
77730;Saâcy-sur-Marne;105;177;192;207;227;354;389;475;522
77510;Sablonnières;90;149;164;179;199;298;327;407;452
77710;Saint-Ange-le-Viel;140;243;258;273;293;485;534;632;686
77515;Saint-Augustin;100;168;183;198;218;335;369;452;499
77320;Saint-Barthélemy;80;130;145;160;180;260;286;362;405
77160;Saint-Brice;85;139;154;169;189;279;307;385;428
77750;Saint-Cyr-sur-Morin;100;168;183;198;218;335;369;452;499
77510;Saint-Denis-lès-Rebais;95;158;173;188;208;316;348;430;475
77260;Sainte-Aulde;105;177;192;207;227;354;389;475;522
77650;Sainte-Colombe;95;158;173;188;208;316;348;430;475
77310;Saint-Fargeau-Ponthierry;150;261;276;291;311;523;575;677;733
77470;Saint-Fiacre;120;205;220;235;255;410;451;542;593
77130;Saint-Germain-Laval;125;214;229;244;264;429;472;565;616
77950;Saint-Germain-Laxis;130;224;239;254;274;448;492;587;639
77169;Saint-Germain-sous-Doue;100;168;183;198;218;335;369;452;499
77930;Saint-Germain-sur-École;155;271;286;301;321;541;595;700;757
77860;Saint-Germain-sur-Morin;115;196;211;226;246;391;430;520;569
77160;Saint-Hilliers;85;139;154;169;189;279;307;385;428
77660;Saint-Jean-les-Deux-Jumeaux;115;196;211;226;246;391;430;520;569
77370;Saint-Just-en-Brie;100;168;183;198;218;335;369;452;499
77510;Saint-Léger;90;149;164;179;199;298;327;407;452
77650;Saint-Loup-de-Naud;95;158;173;188;208;316;348;430;475
77670;Saint-Mammès;140;243;258;273;293;485;534;632;686
77230;Saint-Mard;145;252;267;282;302;504;554;655;710
77320;Saint-Mars-Vieux-Maisons;85;139;154;169;189;279;307;385;428
77320;Saint-Martin-des-Champs;80;130;145;160;180;260;286;362;405
77320;Saint-Martin-du-Boschet;70;111;126;141;161;223;245;317;358
77630;Saint-Martin-en-Bière;155;271;286;301;321;541;595;700;757
77720;Saint-Méry;125;214;229;244;264;429;472;565;616
77410;Saint-Mesmes;140;243;258;273;293;485;534;632;686
77720;Saint-Ouen-en-Brie;115;196;211;226;246;391;430;520;569
77750;Saint-Ouen-sur-Morin;100;168;183;198;218;335;369;452;499
77178;Saint-Pathus;140;243;258;273;293;485;534;632;686
