cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
55800;Vassincourt;73;117;132;147;167;234;257;331;372
55250;Vaubecourt;92;153;168;183;203;305;336;416;461
55140;Vaucouleurs;133;229;244;259;279;459;505;601;653
55130;Vaudeville-le-Haut;138;239;254;269;289;478;525;623;677
55230;Vaudoncourt;198;351;366;381;401;703;773;893;958
55270;Vauquois;118;201;216;231;251;403;443;533;583
55400;Vaux-devant-Damloup;124;213;228;243;263;425;468;560;611
55300;Vaux-lès-Palameix;149;259;274;289;309;519;571;673;728
55000;Vavincourt;90;149;164;179;199;298;327;407;452
55500;Velaines;101;169;184;199;219;339;373;457;503
55600;Velosnes;177;312;327;342;362;624;686;799;860
55100;Verdun;114;194;209;224;244;388;426;515;564
55600;Verneuil-Grand;173;304;319;334;354;609;670;781;841
55600;Verneuil-Petit;162;284;299;314;334;568;624;731;789
55270;Véry;124;213;228;243;263;425;468;560;611
55210;Vigneulles-lès-Hattonchâtel;164;288;303;318;338;575;633;740;799
55600;Vigneul-sous-Montmédy;158;276;291;306;326;553;608;713;771
55200;Vignot;124;213;228;243;263;425;468;560;611
55600;Villécloye;172;303;318;333;353;605;666;776;836
55260;Ville-devant-Belrain;111;188;203;218;238;376;414;502;550
55150;Ville-devant-Chaumont;146;254;269;284;304;508;558;659;714
55160;Ville-en-Woëvre;143;248;263;278;298;496;546;646;700
55190;Villeroy-sur-Méholle;133;229;244;259;279;459;505;601;653
55800;Villers-aux-Vents;77;124;139;154;174;249;274;349;391
55110;Villers-devant-Dun;130;224;239;254;274;448;492;587;639
55500;Villers-le-Sec;101;169;184;199;219;339;373;457;503
55150;Villers-lès-Mangiennes;160;280;295;310;330;560;616;722;780
55160;Villers-sous-Pareid;156;273;288;303;323;545;600;704;761
55220;Villers-sur-Meuse;121;207;222;237;257;414;455;547;597
55120;Ville-sur-Cousances;97;162;177;192;212;324;356;439;485
55000;Ville-sur-Saulx;82;134;149;164;184;268;294;371;414
55250;Villotte-devant-Louppy;86;141;156;171;191;283;311;389;433
55260;Villotte-sur-Aire;115;196;211;226;246;391;430;520;569
55110;Vilosnes-Haraumont;129;222;237;252;272;444;488;583;635
55150;Vittarville;159;278;293;308;328;556;612;718;775
55190;Void-Vacon;125;214;229;244;264;429;472;565;616
55130;Vouthon-Bas;137;237;252;267;287;474;521;619;672
55130;Vouthon-Haut;138;239;254;269;289;478;525;623;677
55250;Waly;120;205;220;235;255;410;451;542;593
55400;Warcq;155;271;286;301;321;541;595;700;757
55160;Watronville;140;243;258;273;293;485;534;632;686
55150;Wavrille;152;265;280;295;315;530;583;686;743
55500;Willeroncourt;107;181;196;211;231;361;397;484;532
55700;Wiseppe;145;252;267;282;302;504;554;655;710
55210;Woël;163;286;301;316;336;571;628;736;794
55300;Woimbey;127;218;233;248;268;436;480;574;625
55300;Xivray-et-Marvoisin;142;246;261;276;296;493;542;641;696
