cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
55290;Hévilliers;101;169;184;199;219;339;373;457;503
55130;Horville-en-Ornois;125;214;229;244;264;429;472;565;616
55130;Houdelaincourt;123;211;226;241;261;421;463;556;607
55700;Inor;163;286;301;316;336;571;628;736;794
55220;Ippécourt;117;199;214;229;249;399;439;529;578
55600;Iré-le-Sec;170;299;314;329;349;598;657;767;827
55120;Les Islettes;97;162;177;192;212;324;356;439;485
55600;Jametz;164;288;303;318;338;575;633;740;799
55160;Jonville-en-Woëvre;158;276;291;306;326;553;608;713;771
55120;Jouy-en-Argonne;103;173;188;203;223;346;381;466;513
55120;Julvécourt;99;166;181;196;216;331;364;448;494
55170;Juvigny-en-Perthois;90;149;164;179;199;298;327;407;452
55600;Juvigny-sur-Loison;166;291;306;321;341;583;641;749;808
55300;Kœur-la-Grande;131;226;241;256;276;451;496;592;644
55300;Kœur-la-Petite;148;258;273;288;308;515;567;668;724
55160;Labeuville;157;274;289;304;324;549;604;709;766
55120;Lachalade;104;175;190;205;225;350;385;470;518
55210;Lachaussée;167;293;308;323;343;586;645;754;813
55300;Lacroix-sur-Meuse;144;250;265;280;300;500;550;650;705
55260;Lahaymeix;129;222;237;252;272;444;488;583;635
55300;Lahayville;146;254;269;284;304;508;558;659;714
55800;Laheycourt;79;128;143;158;178;256;282;358;400
55800;Laimont;76;123;138;153;173;245;270;344;386
55300;Lamorville;149;259;274;289;309;519;571;673;728
55700;Lamouilly;150;261;276;291;311;523;575;677;733
55100;Landrecourt-Lempire;107;181;196;211;231;361;397;484;532
55190;Laneuville-au-Rupt;119;203;218;233;253;406;447;538;588
55700;Laneuville-sur-Meuse;139;241;256;271;291;481;529;628;682
55400;Lanhères;159;278;293;308;328;556;612;718;775
55160;Latour-en-Woëvre;159;278;293;308;328;556;612;718;775
55260;Lavallée;106;179;194;209;229;358;393;479;527
55170;Lavincourt;87;143;158;173;193;286;315;394;438
55120;Lavoye;96;160;175;190;210;320;352;434;480
55220;Lemmes;105;177;192;207;227;354;389;475;522
55200;Lérouville;121;207;222;237;257;414;455;547;597
55260;Levoncourt;111;188;203;218;238;376;414;502;550
55260;Lignières-sur-Aire;105;177;192;207;227;354;389;475;522
55500;Ligny-en-Barrois;99;166;181;196;216;331;364;448;494
55110;Liny-devant-Dun;148;258;273;288;308;515;567;668;724
55110;Lion-devant-Dun;149;259;274;289;309;519;571;673;728
55250;Lisle-en-Barrois;87;143;158;173;193;286;315;394;438
55000;Lisle-en-Rigault;81;132;147;162;182;264;290;367;410
55150;Lissey;159;278;293;308;328;556;612;718;775
55000;Loisey-Culey;111;188;203;218;238;376;414;502;550
55230;Loison;168;295;310;325;345;590;649;758;818
55260;Longchamps-sur-Aire;103;173;188;203;223;346;381;466;513
55500;Longeaux;104;175;190;205;225;350;385;470;518
55000;Longeville-en-Barrois;109;184;199;214;234;369;406;493;541
55300;Loupmont;137;237;252;267;287;474;521;619;672
55800;Louppy-le-Château;85;139;154;169;189;279;307;385;428
55600;Louppy-sur-Loison;167;293;308;323;343;586;645;754;813
55100;Louvemont-Côte-du-Poivre;142;246;261;276;296;493;542;641;696
55700;Luzy-Saint-Martin;162;284;299;314;334;568;624;731;789
55160;Maizeray;150;261;276;291;311;523;575;677;733
55300;Maizey;136;235;250;265;285;470;517;614;668
55270;Malancourt;117;199;214;229;249;399;439;529;578
55290;Mandres-en-Barrois;119;203;218;233;253;406;447;538;588
55150;Mangiennes;158;276;291;306;326;553;608;713;771
55160;Manheulles;148;258;273;288;308;515;567;668;724
55160;Marchéville-en-Woëvre;150;261;276;291;311;523;575;677;733
55100;Marre;116;198;213;228;248;395;435;524;574
55190;Marson-sur-Barboure;112;190;205;220;240;380;418;506;555
55700;Martincourt-sur-Meuse;162;284;299;314;334;568;624;731;789
55600;Marville;173;304;319;334;354;609;670;781;841
55400;Maucourt-sur-Orne;164;288;303;318;338;575;633;740;799
55500;Maulan;94;156;171;186;206;313;344;425;471
55190;Mauvages;135;233;248;263;283;466;513;610;663
55140;Maxey-sur-Vaise;141;244;259;274;294;489;538;637;691
55300;Mécrin;125;214;229;244;264;429;472;565;616
55190;Méligny-le-Grand;114;194;209;224;244;388;426;515;564
55190;Méligny-le-Petit;115;196;211;226;246;391;430;520;569
55500;Menaucourt;104;175;190;205;225;350;385;470;518
55260;Ménil-aux-Bois;130;224;239;254;274;448;492;587;639
55190;Ménil-la-Horgne;115;196;211;226;246;391;430;520;569
55500;Ménil-sur-Saulx;91;151;166;181;201;301;331;412;457
55150;Merles-sur-Loison;163;286;301;316;336;571;628;736;794
55110;Milly-sur-Bradon;147;256;271;286;306;511;562;664;719
55400;Mogeville;146;254;269;284;304;508;558;659;714
55800;Mognéville;177;312;327;342;362;624;686;799;860
55150;Moirey-Flabas-Crépion;146;254;269;284;304;508;558;659;714
55270;Montblainville;123;211;226;241;261;421;463;556;607
55140;Montbras;143;248;263;278;298;496;546;646;700
55110;Mont-devant-Sassey;150;261;276;291;311;523;575;677;733
55270;Montfaucon-d'Argonne;130;224;239;254;274;448;492;587;639
55320;Les Monthairons;118;201;216;231;251;403;443;533;583
55290;Montiers-sur-Saulx;104;175;190;205;225;350;385;470;518
55110;Montigny-devant-Sassey;141;244;259;274;294;489;538;637;691
55140;Montigny-lès-Vaucouleurs;138;239;254;269;289;478;525;623;677
55600;Montmédy;169;297;312;327;347;594;653;763;822
55000;Montplonne;92;153;168;183;203;305;336;416;461
55300;Montsec;141;244;259;274;294;489;538;637;691
55100;Montzéville;107;181;196;211;231;361;397;484;532
55400;Moranville;140;243;258;273;293;485;534;632;686
55400;Morgemoulin;158;276;291;306;326;553;608;713;771
55290;Morley;98;164;179;194;214;328;360;443;489
55320;Mouilly;144;250;265;280;300;500;550;650;705
55400;Moulainville;123;211;226;241;261;421;463;556;607
55700;Moulins-Saint-Hubert;169;297;312;327;347;594;653;763;822
55160;Moulotte;153;267;282;297;317;534;587;691;747
55700;Mouzay;153;267;282;297;317;534;587;691;747
55110;Murvaux;151;263;278;293;313;526;579;682;738
55230;Muzeray;169;297;312;327;347;594;653;763;822
55190;Naives-en-Blois;121;207;222;237;257;414;455;547;597
55000;Naives-Rosières;100;168;183;198;218;335;369;452;499
55500;Naix-aux-Forges;107;181;196;211;231;361;397;484;532
55500;Nançois-le-Grand;113;192;207;222;242;384;422;511;560
55500;Nançois-sur-Ornain;102;171;186;201;221;343;377;461;508
55270;Nantillois;134;231;246;261;281;463;509;605;658
55500;Nant-le-Grand;107;181;196;211;231;361;397;484;532
55500;Nant-le-Petit;93;154;169;184;204;309;340;421;466
55500;Nantois;105;177;192;207;227;354;389;475;522
55700;Nepvant;150;261;276;291;311;523;575;677;733
55800;Nettancourt;74;119;134;149;169;238;261;335;377
55120;Le Neufour;86;141;156;171;191;283;311;389;433
55260;Neuville-en-Verdunois;120;205;220;235;255;410;451;542;593
55140;Neuville-lès-Vaucouleurs;136;235;250;265;285;470;517;614;668
55800;Neuville-sur-Ornain;77;124;139;154;174;249;274;349;391
55120;Neuvilly-en-Argonne;98;164;179;194;214;328;360;443;489
55260;Nicey-sur-Aire;107;181;196;211;231;361;397;484;532
55120;Nixéville-Blercourt;112;190;205;220;240;380;418;506;555
55210;Nonsard-Lamarche;150;261;276;291;311;523;575;677;733
55230;Nouillonpont;170;299;314;329;349;598;657;767;827
55800;Noyers-Auzécourt;77;124;139;154;174;249;274;349;391
55250;Nubécourt;101;169;184;199;219;339;373;457;503
55700;Olizy-sur-Chiers;151;263;278;293;313;526;579;682;738
55150;Ornes;146;254;269;284;304;508;558;659;714
55220;Osches;108;183;198;213;233;365;402;488;536
55190;Ourches-sur-Meuse;135;233;248;263;283;466;513;610;663
55140;Pagny-la-Blanche-Côte;147;256;271;286;306;511;562;664;719
55190;Pagny-sur-Meuse;131;226;241;256;276;451;496;592;644
55160;Pareid;155;271;286;301;321;541;595;700;757
55400;Parfondrupt;156;273;288;303;323;545;600;704;761
55300;Les Paroches;151;263;278;293;313;526;579;682;738
55150;Peuvillers;157;274;289;304;324;549;604;709;766
55260;Pierrefitte-sur-Aire;105;177;192;207;227;354;389;475;522
55230;Pillon;161;282;297;312;332;564;620;727;785
55160;Pintheville;147;256;271;286;306;511;562;664;719
55200;Pont-sur-Meuse;122;209;224;239;259;418;459;551;602
55700;Pouilly-sur-Meuse;149;259;274;289;309;519;571;673;728
55250;Pretz-en-Argonne;94;156;171;186;206;313;344;425;471
55600;Quincy-Landzécourt;151;263;278;293;313;526;579;682;738
55260;Raival;101;169;184;199;219;339;373;457;503
55220;Rambluzin-et-Benoite-Vaux;117;199;214;229;249;399;439;529;578
55300;Rambucourt;139;241;256;271;291;481;529;628;682
55800;Rancourt-sur-Ornain;66;104;119;134;154;208;228;299;339
55300;Ranzières;128;220;235;250;270;440;484;578;630
55120;Rarécourt;92;153;168;183;203;305;336;416;461
55120;Récicourt;100;168;183;198;218;335;369;452;499
55220;Récourt-le-Creux;118;201;216;231;251;403;443;533;583
55190;Reffroy;115;196;211;226;246;391;430;520;569
55110;Regnéville-sur-Meuse;141;244;259;274;294;489;538;637;691
55250;Rembercourt-Sommaisne;93;154;169;184;204;309;340;421;466
55800;Remennecourt;68;108;123;138;158;215;237;308;349
55600;Remoiville;166;291;306;321;341;583;641;749;808
55000;Resson;92;153;168;183;203;305;336;416;461
55800;Revigny-sur-Ornain;71;113;128;143;163;226;249;322;363
55150;Réville-aux-Bois;157;274;289;304;324;549;604;709;766
55160;Riaville;148;258;273;288;308;515;567;668;724
55290;Ribeaucourt;108;183;198;213;233;365;402;488;536
55300;Richecourt;145;252;267;282;302;504;554;655;710
55140;Rigny-la-Salle;140;243;258;273;293;485;534;632;686
55140;Rigny-Saint-Martin;138;239;254;269;289;478;525;623;677
55000;Robert-Espagne;77;124;139;154;174;249;274;349;391
55130;Les Roises;126;216;231;246;266;433;476;569;621
55150;Romagne-sous-les-Côtes;156;273;288;303;323;545;600;704;761
55110;Romagne-sous-Montfaucon;125;214;229;244;264;429;472;565;616
55160;Ronvaux;139;241;256;271;291;481;529;628;682
55400;Rouvres-en-Woëvre;157;274;289;304;324;549;604;709;766
55300;Rouvrois-sur-Meuse;141;244;259;274;294;489;538;637;691
55230;Rouvrois-sur-Othain;173;304;319;334;354;609;670;781;841
55000;Rumont;137;237;252;267;287;474;521;619;672
55170;Rupt-aux-Nonains;85;139;154;169;189;279;307;385;428
55260;Rupt-devant-Saint-Mihiel;115;196;211;226;246;391;430;520;569
55320;Rupt-en-Woëvre;126;216;231;246;266;433;476;569;621
55150;Rupt-sur-Othain;170;299;314;329;349;598;657;767;827
55500;Saint-Amand-sur-Ornain;108;183;198;213;233;365;402;488;536
55220;Saint-André-en-Barrois;121;207;222;237;257;414;455;547;597
55500;Saint-Aubin-sur-Aire;108;183;198;213;233;365;402;488;536
55140;Saint-Germain-sur-Meuse;136;235;250;265;285;470;517;614;668
55160;Saint-Hilaire-en-Woëvre;152;265;280;295;315;530;583;686;743
55400;Saint-Jean-lès-Buzy;155;271;286;301;321;541;595;700;757
55130;Saint-Joire;114;194;209;224;244;388;426;515;564
55200;Saint-Julien-sous-les-Côtes;128;220;235;250;270;440;484;578;630
55150;Saint-Laurent-sur-Othain;163;286;301;316;336;571;628;736;794
55210;Saint-Maurice-sous-les-Côtes;148;258;273;288;308;515;567;668;724
55300;Saint-Mihiel;134;231;246;261;281;463;509;605;658
55230;Saint-Pierrevillers;175;308;323;338;358;616;678;790;850
55160;Saint-Remy-la-Calonne;155;271;286;301;321;541;595;700;757
55000;Salmagne;110;186;201;216;236;373;410;497;546
55100;Samogneux;127;218;233;248;268;436;480;574;625
55300;Sampigny;125;214;229;244;264;429;472;565;616
55110;Sassey-sur-Meuse;148;258;273;288;308;515;567;668;724
55000;Saudrupt;80;130;145;160;180;260;286;362;405
55110;Saulmory-et-Villefranche;140;243;258;273;293;485;534;632;686
55500;Saulvaux;114;194;209;224;244;388;426;515;564
55160;Saulx-lès-Champlon;152;265;280;295;315;530;583;686;743
55140;Sauvigny;139;241;256;271;291;481;529;628;682
55190;Sauvoy;129;222;237;252;272;444;488;583;635
55000;Savonnières-devant-Bar;93;154;169;184;204;309;340;421;466
55170;Savonnières-en-Perthois;88;145;160;175;195;290;319;398;443
55000;Seigneulles;92;153;168;183;203;305;336;416;461
55230;Senon;168;295;310;325;345;590;649;758;818
55220;Senoncourt-les-Maujouy;109;184;199;214;234;369;406;493;541
55270;Septsarges;132;228;243;258;278;455;501;596;649
55140;Sepvigny;139;241;256;271;291;481;529;628;682
55250;Seuil-d'Argonne;92;153;168;183;203;305;336;416;461
55300;Seuzey;148;258;273;288;308;515;567;668;724
55000;Silmont;107;181;196;211;231;361;397;484;532
55100;Sivry-la-Perche;106;179;194;209;229;358;393;479;527
55110;Sivry-sur-Meuse;150;261;276;291;311;523;575;677;733
55320;Sommedieue;120;205;220;235;255;410;451;542;593
55800;Sommeilles;76;123;138;153;173;245;270;344;386
55170;Sommelonne;80;130;145;160;180;260;286;362;405
55230;Sorbey;213;379;394;409;429;759;835;961;1028
55190;Sorcy-Saint-Martin;125;214;229;244;264;429;472;565;616
55220;Les Souhesmes-Rampont;105;177;192;207;227;354;389;475;522
55220;Souilly;109;184;199;214;234;369;406;493;541
55230;Spincourt;166;291;306;321;341;583;641;749;808
55500;Stainville;90;149;164;179;199;298;327;407;452
55700;Stenay;141;244;259;274;294;489;538;637;691
55140;Taillancourt;143;248;263;278;298;496;546;646;700
55000;Tannois;103;173;188;203;223;346;381;466;513
55840;Thierville-sur-Meuse;114;194;209;224;244;388;426;515;564
55260;Thillombois;129;222;237;252;272;444;488;583;635
55210;Thillot;156;273;288;303;323;545;600;704;761
55600;Thonne-la-Long;164;288;303;318;338;575;633;740;799
55600;Thonne-les-Près;155;271;286;301;321;541;595;700;757
55600;Thonne-le-Thil;162;284;299;314;334;568;624;731;789
55600;Thonnelle;159;278;293;308;328;556;612;718;775
55220;Tilly-sur-Meuse;124;213;228;243;263;425;468;560;611
55000;Trémont-sur-Saulx;85;139;154;169;189;279;307;385;428
55160;Trésauvaux;151;263;278;293;313;526;579;682;738
55130;Tréveray;111;188;203;218;238;376;414;502;550
55220;Les Trois-Domaines;118;201;216;231;251;403;443;533;583
55310;Tronville-en-Barrois;104;175;190;205;225;350;385;470;518
55190;Troussey;130;224;239;254;274;448;492;587;639
55300;Troyon;125;214;229;244;264;429;472;565;616
55140;Ugny-sur-Meuse;138;239;254;269;289;478;525;623;677
55100;Vacherauville;136;235;250;265;285;470;517;614;668
55220;Vadelaincourt;105;177;192;207;227;354;389;475;522
55200;Vadonville;123;211;226;241;261;421;463;556;607
55300;Valbois;155;271;286;301;321;541;595;700;757
55000;Val-d'Ornain;77;124;139;154;174;249;274;349;391
55270;Varennes-en-Argonne;120;205;220;235;255;410;451;542;593
55300;Varnéville;136;235;250;265;285;470;517;614;668
