cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
75001;Paris 1;160;186;216;246;266;372;427;465;520
75002;Paris 2;160;186;216;246;266;372;427;465;520
75003;Paris 3;160;186;216;246;266;372;427;465;520
75004;Paris 4;160;186;216;246;266;372;427;465;520
75005;Paris 5;160;186;216;246;266;372;427;465;520
75006;Paris 6;160;186;216;246;266;372;427;465;520
75007;Paris 7;160;186;216;246;266;372;427;465;520
75008;Paris 8;160;186;216;246;266;372;427;465;520
75009;Paris 9;160;186;216;246;266;372;427;465;520
75009;Gare de Saint Lazarre;160;186;216;246;266;372;427;465;520
75010;Paris 10;160;186;216;246;266;372;427;465;520
75010;Gare du Nord;160;186;216;246;266;372;427;465;520
75010;Gare de l'Est;160;186;216;246;266;372;427;465;520
75011;Paris 11;160;186;216;246;266;372;427;465;520
75012;Paris 12;160;186;216;246;266;372;427;465;520
75012;Gare de Lyon;160;186;216;246;266;372;427;465;520
75012;Gare de Bercy;160;186;216;246;266;372;427;465;520
75012;Gare Routière Paris Bercy;160;186;216;246;266;372;427;465;520
75013;Paris 13;160;186;216;246;266;372;427;465;520
75013;Gare d'Austerlitz;160;186;216;246;266;372;427;465;520
75014;Paris 14;160;186;216;246;266;372;427;465;520
75014;Gare de Montparnasse;160;186;216;246;266;372;427;465;520
75015;Paris 15;160;186;216;246;266;372;427;465;520
75016;Paris 16;160;186;216;246;266;372;427;465;520
75017;Paris 17;160;186;216;246;266;372;427;465;520
75017;Gare Routière Porte Maillot;160;186;216;246;266;372;427;465;520
75018;Paris 18;160;186;216;246;266;372;427;465;520
75019;Paris 19;160;186;216;246;266;372;427;465;520
75020;Paris 20;160;186;216;246;266;372;427;465;520
77760;Achères-la-Forêt;160;186;216;246;266;372;427;465;520
77120;Amillis;95;115;145;175;195;231;265;289;323
77760;Amponville;165;191;221;251;271;383;440;478;536
77390;Andrezel;120;143;173;203;223;285;328;356;399
77410;Annet-sur-Marne;135;159;189;219;239;318;365;397;445
77630;Arbonne-la-Forêt;160;186;216;246;266;372;427;465;520
77390;Argentières;115;137;167;197;217;274;315;343;384
