cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
59680;Ferrière-la-Petite;211;376;391;406;426;751;864;982;1097
59570;La Flamengrie;179;316;331;346;366;631;726;838;941
59440;Flaumont-Waudrechies;195;346;361;376;396;691;795;910;1019
59128;Flers-en-Escrebieux;253;454;469;484;504;909;1045;1171;1301
59267;Flesquières;206;366;381;396;416;733;842;959;1072
59270;Flêtre;307;556;571;586;606;1111;1278;1414;1565
59158;Flines-lès-Mortagne;262;471;486;501;521;943;1084;1211;1345
59148;Flines-lez-Raches;255;458;473;488;508;916;1054;1180;1311
59440;Floursies;201;357;372;387;407;714;821;937;1048
59219;Floyon;187;331;346;361;381;661;760;874;980
59550;Fontaine-au-Bois;198;351;366;381;401;703;808;923;1033
59157;Fontaine-au-Pire;220;393;408;423;443;785;903;1022;1141
59400;Fontaine-Notre-Dame;214;381;396;411;431;763;877;995;1111
59222;Forest-en-Cambrésis;199;353;368;383;403;706;812;928;1038
59510;Forest-sur-Marque;277;499;514;529;549;999;1149;1279;1418
59610;Fourmies;187;331;346;361;381;661;760;874;980
59134;Fournes-en-Weppes;276;498;513;528;548;995;1144;1274;1414
59530;Frasnoy;260;468;483;498;518;935;1075;1202;1336
59236;Frelinghien;293;529;544;559;579;1059;1218;1351;1496
59970;Fresnes-sur-Escaut;258;464;479;494;514;928;1067;1193;1326
59234;Fressain;227;406;421;436;456;811;933;1054;1175
59268;Fressies;224;400;415;430;450;800;920;1040;1160
59273;Fretin;268;483;498;513;533;965;1110;1238;1375
59249;Fromelles;278;501;516;531;551;1003;1153;1283;1423
59242;Genech;276;498;513;528;548;995;1144;1274;1414
59530;Ghissignies;208;370;385;400;420;740;851;968;1082
59254;Ghyvelde;343;623;638;653;673;1246;1433;1576;1740
59132;Glageon;193;342;357;372;392;684;786;901;1009
59270;Godewaersvelde;311;563;578;593;613;1126;1295;1432;1584
59169;Gœulzin;227;406;421;436;456;811;933;1054;1175
59600;Gognies-Chaussée;275;496;511;526;546;991;1140;1270;1409
59144;Gommegnies;214;381;396;411;431;763;877;995;1111
59147;Gondecourt;262;471;486;501;521;943;1084;1211;1345
59231;Gonnelieu;199;353;368;383;403;706;812;928;1038
59253;La Gorgue;284;513;528;543;563;1025;1179;1310;1453
59231;Gouzeaucourt;200;355;370;385;405;710;817;932;1043
59760;Grande-Synthe;348;633;648;663;683;1265;1455;1598;1765
59244;Grand-Fayt;200;355;370;385;405;710;817;932;1043
59153;Grand-Fort-Philippe;343;623;638;653;673;1246;1433;1576;1740
59820;Gravelines;341;619;634;649;669;1239;1425;1567;1730
59360;La Groise;188;333;348;363;383;665;765;878;985
59152;Gruson;278;501;516;531;551;1003;1153;1283;1423
59287;Guesnain;234;419;434;449;469;838;963;1085;1209
59570;Gussignies;266;479;494;509;529;958;1101;1229;1365
59320;Hallennes-lez-Haubourdin;283;511;526;541;561;1021;1174;1306;1448
59250;Halluin;292;528;543;558;578;1055;1213;1346;1492
59151;Hamel;226;404;419;434;454;808;929;1049;1170
59496;Hantay;271;488;503;518;538;976;1123;1252;1389
59670;Hardifort;312;565;580;595;615;1130;1300;1436;1589
59138;Hargnies;185;327;342;357;377;654;752;865;970
59178;Hasnon;253;454;469;484;504;909;1045;1171;1301
59198;Haspres;234;419;434;449;469;838;963;1085;1209
59320;Haubourdin;271;488;503;518;538;976;1123;1252;1389
59191;Haucourt-en-Cambrésis;213;379;394;409;429;759;873;991;1106
59121;Haulchin;235;421;436;451;471;841;967;1090;1214
59294;Haussy;240;430;445;460;480;860;989;1112;1238
59440;Haut-Lieu;192;340;355;370;390;680;782;896;1004
59330;Hautmont;210;374;389;404;424;748;860;977;1092
59255;Haveluy;238;426;441;456;476;853;980;1103;1228
59660;Haverskerque;284;513;528;543;563;1025;1179;1310;1453
59268;Haynecourt;217;387;402;417;437;774;890;1009;1126
59190;Hazebrouck;314;569;584;599;619;1138;1308;1445;1599
59530;Hecq;202;359;374;389;409;718;825;941;1053
59171;Hélesmes;240;430;445;460;480;860;989;1112;1238
59510;Hem;280;505;520;535;555;1010;1162;1292;1433
59247;Hem-Lenglet;223;398;413;428;448;796;916;1036;1155
59199;Hergnies;266;479;494;509;529;958;1101;1229;1365
59195;Hérin;241;432;447;462;482;864;993;1117;1243
59134;Herlies;274;494;509;524;544;988;1136;1265;1404
59147;Herrin;263;473;488;503;523;946;1088;1216;1350
59470;Herzeele;325;589;604;619;639;1179;1356;1495;1652
59740;Hestrud;204;363;378;393;413;725;834;950;1063
59143;Holque;323;586;601;616;636;1171;1347;1486;1643
59190;Hondeghem;304;550;565;580;600;1100;1265;1400;1550
59122;Hondschoote;334;606;621;636;656;1213;1394;1535;1696
59570;Hon-Hergies;268;483;498;513;533;965;1110;1238;1375
59980;Honnechy;192;340;355;370;390;680;782;896;1004
59266;Honnecourt-sur-Escaut;205;364;379;394;414;729;838;955;1067
59111;Hordain;225;402;417;432;452;804;924;1045;1165
59171;Hornaing;241;432;447;462;482;864;993;1117;1243
59570;Houdain-lez-Bavay;264;475;490;505;525;950;1093;1220;1355
59263;Houplin-Ancoisne;267;481;496;511;531;961;1105;1234;1370
59116;Houplines;291;526;541;556;576;1051;1209;1342;1487
59470;Houtkerque;323;586;601;616;636;1171;1347;1486;1643
59492;Hoymille;337;612;627;642;662;1224;1407;1549;1711
59480;Illies;272;490;505;520;540;980;1127;1256;1394
59540;Inchy;199;353;368;383;403;706;812;928;1038
59141;Iwuy;225;402;417;432;452;804;924;1045;1165
59144;Jenlain;252;453;468;483;503;905;1041;1166;1297
59460;Jeumont;224;400;415;430;450;800;920;1040;1160
59530;Jolimetz;208;370;385;400;420;740;851;968;1082
59122;Killem;334;606;621;636;656;1213;1394;1535;1696
59167;Lallaing;250;449;464;479;499;898;1032;1157;1287
59130;Lambersart;279;503;518;533;553;1006;1157;1288;1428
59552;Lambres-lez-Douai;235;421;436;451;471;841;967;1090;1214
59310;Landas;261;469;484;499;519;939;1080;1207;1340
59550;Landrecies;194;344;359;374;394;688;791;905;1014
59390;Lannoy;284;513;528;543;563;1025;1179;1310;1453
59219;Larouillies;183;323;338;353;373;646;743;856;960
59553;Lauwin-Planque;254;456;471;486;506;913;1049;1175;1306
59226;Lecelles;262;471;486;501;521;943;1084;1211;1345
59259;Lécluse;224;400;415;430;450;800;920;1040;1160
59143;Lederzeele;324;588;603;618;638;1175;1351;1490;1648
59470;Ledringhem;314;569;584;599;619;1138;1308;1445;1599
59115;Leers;285;514;529;544;564;1029;1183;1315;1457
59495;Leffrinckoucke;357;649;664;679;699;1299;1494;1639;1808
59258;Lesdain;207;368;383;398;418;736;847;964;1077
59810;Lesquin;268;483;498;513;533;965;1110;1238;1375
59620;Leval;206;366;381;396;416;733;842;959;1072
59287;Lewarde;233;417;432;447;467;834;959;1081;1204
59260;Lezennes;274;494;509;524;544;988;1136;1265;1404
59740;Lez-Fontaine;206;366;381;396;416;733;842;959;1072
59740;Liessies;192;340;355;370;390;680;782;896;1004
59111;Lieu-Saint-Amand;228;408;423;438;458;815;937;1058;1180
59191;Ligny-en-Cambrésis;215;383;398;413;433;766;881;1000;1116
59000;Lille;270;486;501;516;536;973;1118;1247;1384
59330;Limont-Fontaine;203;361;376;391;411;721;829;946;1058
59126;Linselles;290;524;539;554;574;1048;1205;1337;1482
59530;Locquignol;207;368;383;398;418;736;847;964;1077
59182;Loffre;234;419;434;449;469;838;963;1085;1209
59840;Lompret;288;520;535;550;570;1040;1196;1328;1472
59570;La Longueville;269;484;499;514;534;969;1114;1243;1379
59630;Looberghe;332;603;618;633;653;1205;1386;1526;1687
59279;Loon-Plage;340;618;633;648;668;1235;1420;1562;1726
59120;Loos;276;498;513;528;548;995;1144;1274;1414
59156;Lourches;233;417;432;447;467;834;959;1081;1204
59530;Louvignies-Quesnoy;206;366;381;396;416;733;842;959;1072
59830;Louvil;276;498;513;528;548;995;1144;1274;1414
59720;Louvroil;212;378;393;408;428;755;868;986;1102
59173;Lynde;298;539;554;569;589;1078;1239;1373;1521
59390;Lys-lez-Lannoy;285;514;529;544;564;1029;1183;1315;1457
59110;La Madeleine;276;498;513;528;548;995;1144;1274;1414
59233;Maing;240;430;445;460;480;860;989;1112;1238
59600;Mairieux;221;394;409;424;444;789;907;1027;1145
59134;Le Maisnil;280;505;520;535;555;1010;1162;1292;1433
59127;Malincourt;213;379;394;409;429;759;873;991;1106
59440;Marbaix;205;364;379;394;414;729;838;955;1067
59870;Marchiennes;249;447;462;477;497;894;1028;1153;1282
59159;Marcoing;206;366;381;396;416;733;842;959;1072
59700;Marcq-en-Barœul;278;501;516;531;551;1003;1153;1283;1423
59252;Marcq-en-Ostrevent;227;406;421;436;456;811;933;1054;1175
59990;Maresches;251;451;466;481;501;901;1036;1162;1292
59238;Maretz;201;357;372;387;407;714;821;937;1048
59770;Marly;245;439;454;469;489;879;1011;1135;1262
59550;Maroilles;198;351;366;381;401;703;808;923;1033
59164;Marpent;221;394;409;424;444;789;907;1027;1145
59252;Marquette-en-Ostrevant;228;408;423;438;458;815;937;1058;1180
59520;Marquette-lez-Lille;279;503;518;533;553;1006;1157;1288;1428
59274;Marquillies;271;488;503;518;538;976;1123;1252;1389
59241;Masnières;203;361;376;391;411;721;829;946;1058
59176;Masny;234;419;434;449;469;838;963;1085;1209
59172;Mastaing;231;413;428;443;463;826;950;1072;1194
59600;Maubeuge;210;374;389;404;424;748;860;977;1092
59158;Maulde;261;469;484;499;519;939;1080;1207;1340
59980;Maurois;206;366;381;396;416;733;842;959;1072
59360;Mazinghien;188;333;348;363;383;665;765;878;985
59570;Mecquignies;219;391;406;421;441;781;898;1018;1136
59470;Merckeghem;329;597;612;627;647;1194;1373;1513;1672
59710;Mérignies;268;483;498;513;533;965;1110;1238;1375
59270;Merris;309;559;574;589;609;1119;1287;1423;1574
59660;Merville;283;511;526;541;561;1021;1174;1306;1448
59270;Méteren;304;550;565;580;600;1100;1265;1400;1550
59143;Millam;325;589;604;619;639;1179;1356;1495;1652
59178;Millonfosse;254;456;471;486;506;913;1049;1175;1306
59122;Les Moëres;338;614;629;644;664;1228;1412;1553;1716
62147;Mœuvres;220;393;408;423;443;785;903;1022;1141
59620;Monceau-Saint-Waast;202;359;374;389;409;718;825;941;1053
59224;Monchaux-sur-Écaillon;238;426;441;456;476;853;980;1103;1228
59283;Moncheaux;256;460;475;490;510;920;1058;1184;1316
59234;Monchecourt;229;409;424;439;459;819;942;1063;1184
59370;Mons-en-Barœul;275;496;511;526;546;991;1140;1270;1409
59246;Mons-en-Pévèle;259;466;481;496;516;931;1071;1198;1331
59360;Montay;195;346;361;376;396;691;795;910;1019
59225;Montigny-en-Cambrésis;207;368;383;398;418;736;847;964;1077
59182;Montigny-en-Ostrevent;251;451;466;481;501;901;1036;1162;1292
59227;Montrécourt;238;426;441;456;476;853;980;1103;1228
59190;Morbecque;296;535;550;565;585;1070;1231;1364;1511
59158;Mortagne-du-Nord;261;469;484;499;519;939;1080;1207;1340
59310;Mouchin;274;494;509;524;544;988;1136;1265;1404
59132;Moustier-en-Fagne;191;338;353;368;388;676;778;892;999
59420;Mouvaux;286;516;531;546;566;1033;1187;1319;1462
59161;Naves;221;394;409;424;444;789;907;1027;1145
59940;Neuf-Berquin;287;518;533;548;568;1036;1192;1324;1467
59330;Neuf-Mesnil;213;379;394;409;429;759;873;991;1106
59239;La Neuville;259;466;481;496;516;931;1071;1198;1331
59218;Neuville-en-Avesnois;207;368;383;398;418;736;847;964;1077
59960;Neuville-en-Ferrain;289;522;537;552;572;1044;1200;1333;1477
59554;Neuville-Saint-Rémy;217;387;402;417;437;774;890;1009;1126
59293;Neuville-sur-Escaut;230;411;426;441;461;823;946;1067;1189
59360;Neuvilly;198;351;366;381;401;703;808;923;1033
59850;Nieppe;294;531;546;561;581;1063;1222;1355;1501
59400;Niergnies;212;378;393;408;428;755;868;986;1102
59143;Nieurlet;321;582;597;612;632;1164;1338;1477;1633
59230;Nivelle;257;462;477;492;512;924;1062;1189;1321
59310;Nomain;270;486;501;516;536;973;1118;1247;1384
59670;Noordpeene;310;561;576;591;611;1123;1291;1427;1579
59139;Noyelles-lès-Seclin;266;479;494;509;529;958;1101;1229;1365
59159;Noyelles-sur-Escaut;208;370;385;400;420;740;851;968;1082
59550;Noyelles-sur-Sambre;203;361;376;391;411;721;829;946;1058
59282;Noyelles-sur-Selle;231;413;428;443;463;826;950;1072;1194
59570;Obies;217;387;402;417;437;774;890;1009;1126
59680;Obrechies;211;376;391;406;426;751;864;982;1097
59670;Ochtezeele;311;563;578;593;613;1126;1295;1432;1584
59970;Odomez;265;477;492;507;527;954;1097;1225;1360
59132;Ohain;183;323;338;353;373;646;743;856;960
59195;Oisy;239;428;443;458;478;856;985;1108;1233
59264;Onnaing;252;453;468;483;503;905;1041;1166;1297
59122;Oost-Cappel;329;597;612;627;647;1194;1373;1513;1672
59310;Orchies;267;481;496;511;531;961;1105;1234;1370
59360;Ors;185;327;342;357;377;654;752;865;970
59530;Orsinval;254;456;471;486;506;913;1049;1175;1306
59162;Ostricourt;253;454;469;484;504;909;1045;1171;1301
59670;Oudezeele;325;589;604;619;639;1179;1356;1495;1652
59670;Oxelaëre;305;552;567;582;602;1104;1269;1405;1555
59295;Paillencourt;224;400;415;430;450;800;920;1040;1160
59146;Pecquencourt;247;443;458;473;493;886;1019;1144;1272
59840;Pérenchies;285;514;529;544;564;1029;1183;1315;1457
59273;Péronne-en-Mélantois;271;488;503;518;538;976;1123;1252;1389
59494;Petite-Forêt;242;434;449;464;484;868;998;1121;1248
59244;Petit-Fayt;200;355;370;385;405;710;817;932;1043
59133;Phalempin;260;468;483;498;518;935;1075;1202;1336
