CP;Commune;Distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
59282;Douchy-les-Mines;232;263,8333333;293,8333333;323,8333333;343,8333333;527,6666667;606,8166667;659,5833333;738,7333333
59940;Le Doulieu;287;323,4166667;353,4166667;383,4166667;403,4166667;646,8333333;743,8583333;808,5416667;905,5666667
59440;Dourlers;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
59630;Drincham;333;373,25;403,25;433,25;453,25;746,5;858,475;933,125;1045,1
59140;Dunkerque;350;391,6666667;421,6666667;451,6666667;471,6666667;783,3333333;900,8333333;979,1666667;1096,666667
59173;Ebblinghem;303;340,75;370,75;400,75;420,75;681,5;783,725;851,875;954,1
59176;Écaillon;234;266;296;326;346;532;611,8;665;744,8
59740;Eccles;203;232,4166667;262,4166667;292,4166667;312,4166667;464,8333333;534,5583333;581,0416667;650,7666667
59330;Éclaibes;205;234,5833333;264,5833333;294,5833333;314,5833333;469,1666667;539,5416667;586,4583333;656,8333333
59620;Écuélin;202;231,3333333;261,3333333;291,3333333;311,3333333;462,6666667;532,0666667;578,3333333;647,7333333
59114;Eecke;313;351,5833333;381,5833333;411,5833333;431,5833333;703,1666667;808,6416667;878,9583333;984,4333333
59600;Élesmes;218;248,6666667;278,6666667;308,6666667;328,6666667;497,3333333;571,9333333;621,6666667;696,2666667
59127;Élincourt;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
59580;Émerchicourt;229;260,5833333;290,5833333;320,5833333;340,5833333;521,1666667;599,3416667;651,4583333;729,6333333
59320;Emmerin;269;303,9166667;333,9166667;363,9166667;383,9166667;607,8333333;699,0083333;759,7916667;850,9666667
59530;Englefontaine;202;231,3333333;261,3333333;291,3333333;311,3333333;462,6666667;532,0666667;578,3333333;647,7333333
59320;Englos;293;329,9166667;359,9166667;389,9166667;409,9166667;659,8333333;758,8083333;824,7916667;923,7666667
59320;Ennetières-en-Weppes;282;318;348;378;398;636;731,4;795;890,4
59710;Ennevelin;267;301,75;331,75;361,75;381,75;603,5;694,025;754,375;844,9
59132;Eppe-Sauvage;204;233,5;263,5;293,5;313,5;467;537,05;583,75;653,8
59169;Erchin;231;262,75;292,75;322,75;342,75;525,5;604,325;656,875;735,7
59470;Eringhem;338;378,6666667;408,6666667;438,6666667;458,6666667;757,3333333;870,9333333;946,6666667;1060,266667
59320;Erquinghem-le-Sec;283;319,0833333;349,0833333;379,0833333;399,0833333;638,1666667;733,8916667;797,7083333;893,4333333
59193;Erquinghem-Lys;294;331;361;391;411;662;761,3;827,5;926,8
59171;Erre;239;271,4166667;301,4166667;331,4166667;351,4166667;542,8333333;624,2583333;678,5416667;759,9666667
59213;Escarmain;249;282,25;312,25;342,25;362,25;564,5;649,175;705,625;790,3
59124;Escaudain;235;267,0833333;297,0833333;327,0833333;347,0833333;534,1666667;614,2916667;667,7083333;747,8333333
59161;Escaudœuvres;218;248,6666667;278,6666667;308,6666667;328,6666667;497,3333333;571,9333333;621,6666667;696,2666667
59278;Escautpont;259;293,0833333;323,0833333;353,0833333;373,0833333;586,1666667;674,0916667;732,7083333;820,6333333
59320;Escobecques;283;319,0833333;349,0833333;379,0833333;399,0833333;638,1666667;733,8916667;797,7083333;893,4333333
59127;Esnes;210;240;270;300;320;480;552;600;672
59470;Esquelbecq;331;371,0833333;401,0833333;431,0833333;451,0833333;742,1666667;853,4916667;927,7083333;1039,033333
59553;Esquerchin;248;281,1666667;311,1666667;341,1666667;361,1666667;562,3333333;646,6833333;702,9166667;787,2666667
59940;Estaires;285;321,25;351,25;381,25;401,25;642,5;738,875;803,125;899,5
59400;Estourmel;215;245,4166667;275,4166667;305,4166667;325,4166667;490,8333333;564,4583333;613,5416667;687,1666667
59151;Estrées;227;258,4166667;288,4166667;318,4166667;338,4166667;516,8333333;594,3583333;646,0416667;723,5666667
59990;Estreux;249;282,25;312,25;342,25;362,25;564,5;649,175;705,625;790,3
59295;Estrun;227;258,4166667;288,4166667;318,4166667;338,4166667;516,8333333;594,3583333;646,0416667;723,5666667
59161;Eswars;219;249,75;279,75;309,75;329,75;499,5;574,425;624,375;699,3
59144;Eth;256;289,8333333;319,8333333;349,8333333;369,8333333;579,6666667;666,6166667;724,5833333;811,5333333
59219;Étrœungt;186;214;244;274;294;428;492,2;535;599,2
59155;Faches-Thumesnil;269;303,9166667;333,9166667;363,9166667;383,9166667;607,8333333;699,0083333;759,7916667;850,9666667
59300;Famars;245;277,9166667;307,9166667;337,9166667;357,9166667;555,8333333;639,2083333;694,7916667;778,1666667
59310;Faumont;262;296,3333333;326,3333333;356,3333333;376,3333333;592,6666667;681,5666667;740,8333333;829,7333333
59550;Le Favril;193;221,5833333;251,5833333;281,5833333;301,5833333;443,1666667;509,6416667;553,9583333;620,4333333
59247;Féchain;227;258,4166667;288,4166667;318,4166667;338,4166667;516,8333333;594,3583333;646,0416667;723,5666667
59750;Feignies;273;308,25;338,25;368,25;388,25;616,5;708,975;770,625;863,1
59740;Felleries;200;229,1666667;259,1666667;289,1666667;309,1666667;458,3333333;527,0833333;572,9166667;641,6666667
59179;Fenain;240;272,5;302,5;332,5;352,5;545;626,75;681,25;763
59169;Férin;231;262,75;292,75;322,75;342,75;525,5;604,325;656,875;735,7
59610;Féron;189;217,25;247,25;277,25;297,25;434,5;499,675;543,125;608,3
59680;Ferrière-la-Grande;212;242,1666667;272,1666667;302,1666667;322,1666667;484,3333333;556,9833333;605,4166667;678,0666667
59680;Ferrière-la-Petite;211;241,0833333;271,0833333;301,0833333;321,0833333;482,1666667;554,4916667;602,7083333;675,0333333
59570;La Flamengrie;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
59440;Flaumont-Waudrechies;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
59128;Flers-en-Escrebieux;253;286,5833333;316,5833333;346,5833333;366,5833333;573,1666667;659,1416667;716,4583333;802,4333333
59267;Flesquières;206;235,6666667;265,6666667;295,6666667;315,6666667;471,3333333;542,0333333;589,1666667;659,8666667
59270;Flêtre;307;345,0833333;375,0833333;405,0833333;425,0833333;690,1666667;793,6916667;862,7083333;966,2333333
59158;Flines-lès-Mortagne;262;296,3333333;326,3333333;356,3333333;376,3333333;592,6666667;681,5666667;740,8333333;829,7333333
59148;Flines-lez-Raches;255;288,75;318,75;348,75;368,75;577,5;664,125;721,875;808,5
59440;Floursies;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
59219;Floyon;187;215,0833333;245,0833333;275,0833333;295,0833333;430,1666667;494,6916667;537,7083333;602,2333333
59550;Fontaine-au-Bois;198;227;257;287;307;454;522,1;567,5;635,6
59157;Fontaine-au-Pire;220;250,8333333;280,8333333;310,8333333;330,8333333;501,6666667;576,9166667;627,0833333;702,3333333
59400;Fontaine-Notre-Dame;214;244,3333333;274,3333333;304,3333333;324,3333333;488,6666667;561,9666667;610,8333333;684,1333333
59222;Forest-en-Cambrésis;199;228,0833333;258,0833333;288,0833333;308,0833333;456,1666667;524,5916667;570,2083333;638,6333333
59510;Forest-sur-Marque;277;312,5833333;342,5833333;372,5833333;392,5833333;625,1666667;718,9416667;781,4583333;875,2333333
59610;Fourmies;187;215,0833333;245,0833333;275,0833333;295,0833333;430,1666667;494,6916667;537,7083333;602,2333333
59134;Fournes-en-Weppes;276;311,5;341,5;371,5;391,5;623;716,45;778,75;872,2
59530;Frasnoy;260;294,1666667;324,1666667;354,1666667;374,1666667;588,3333333;676,5833333;735,4166667;823,6666667
