CP;Commune;Tarif / PAX;Agglomération
51310;Escardes;25,30;16
51310;Les Essarts-le-Vicomte;25,30;16
51120;Les Essarts-lès-Sézanne;25,30;16
51310;Esternay;25,30;16
51120;La Forestière;25,30;16
51310;Joiselle;25,30;16
51260;Montgenost;25,30;16
51120;Nesle-la-Reposte;25,30;16
51310;Neuvy;25,30;16
51310;La Noue;25,30;16
51310;Réveillon;25,30;16
51310;Saint-Bon;25,30;16
51310;Villeneuve-la-Lionne;25,30;16
51120;Allemant;21,80;17
51120;Barbonne-Fayel;21,80;17
51230;Broussy-le-Petit;21,80;17
51230;Broussy-le-Grand;21,80;17
51120;Broyes;21,80;17
51120;Chichey;21,80;17
51120;Fontaine-Denis-Nuisy;21,80;17
51120;Gaye;21,80;17
51120;Lachy;21,80;17
51230;Linthelles;21,80;17
51230;Linthes;21,80;17
51120;Le Meix-Saint-Epoing;21,80;17
51120;Mœurs-Verdey;21,80;17
51120;Mondement-Montgivroux;21,80;17
51120;Oyes;21,80;17
51120;Péas;21,80;17
51120;Queudes;21,80;17
51120;Reuves;21,80;17
51120;Sézanne;21,80;17
51120;Saint-Loup;21,80;17
51120;Saint-Remy-sous-Broyes;21,80;17
51120;Saudoy;21,80;17
51120;Villeneuve-Saint-Vistre-et-Villevotte;21,80;17
51120;Vindey;21,80;17
02042;Azy-sur-Marne;29,20;18
02062;Belleau;29,20;18
02094;Blesmes;29,20;18
02098;Bonneil;29,20;18
02105;Bouresches;29,20;18
02114;Brasles;29,20;18
02119;Brécy;29,20;18
02085;Bézu-Saint-Germain;29,20;18
02187;Chierry;29,20;18
02168;Château-Thierry (siège);29,20;18
02203;Coincy;29,20;18
02290;Essômes-sur-Marne;29,20;18
02328;Fossoy;29,20;18
02347;Gland;29,20;18
02524;Mont-Saint-Père;29,20;18
02484;Mézy-Moulins;29,20;18
02540;Nesles-la-Montagne;29,20;18
02554;Nogentel;29,20;18
02649;Rocourt-Saint-Martin;29,20;18
02781;Verdilly;29,20;18
02806;Villeneuve-sur-Fère;29,20;18
02279;Épaux-Bézu;29,20;18
02280;Épieds;29,20;18
02292;Étampes-sur-Marne;29,20;18
02297;Étrépilly;29,20;18
02860;Arrancy;37,60;19
02840;Athies-sous-Laon;37,60;19
02000;Aulnois-sous-Laon;37,60;19
02870;Besny-et-Loizy;37,60;19
02860;Bièvres;37,60;19
02860;Bruyères-et-Montbérault;37,60;19
02870;Bucy-lès-Cerny;37,60;19
02860;Cerny-en-Laonnois;37,60;19
02870;Cerny-lès-Bucy;37,60;19
02320;Cessières;37,60;19
02000;Chambry;37,60;19
02860;Chamouille;37,60;19
02860;Chérêt;37,60;19
02000;Chivy-lès-Étouvelles;37,60;19
02000;Clacy-et-Thierret;37,60;19
02860;Colligis-Crandelain;37,60;19
02870;Crépy;37,60;19
02840;Eppes;37,60;19
02000;Étouvelles;37,60;19
02840;Festieux;37,60;19
02000;Laniscourt;37,60;19
02000;Laon;37,60;19
02860;Laval-en-Laonnois;37,60;19
02860;Lierval;37,60;19
02500;Martigny;37,60;19
02000;Molinchart;37,60;19
02000;Mons-en-Laonnois;37,60;19
02860;Montchâlons;37,60;19
02860;Monthenault;37,60;19
02860;Nouvion-le-Vineux;37,60;19
02860;Orgeval;37,60;19
02840;Parfondru;37,60;19
02860;Presles-et-Thierny;37,60;19
02840;Samoussy;37,60;19
02000;Vaucelles-et-Beffecourt;37,60;19
02840;Veslud;37,60;19
02870;Vivaise;37,60;19
02860;Vorges;37,60;19
02680;Castres;44,60;20
02680;Contescourt;44,60;20
02100;Essigny-le-Petit;44,60;20
02100;Fayet;44,60;20
02110;Fieulaine;44,60;20
02110;Fonsomme;44,60;20
02110;Fontaine-Notre-Dame;44,60;20
02430;Gauchy;44,60;20
02680;Grugies;44,60;20
02100;Harly;44,60;20
02720;Homblières;44,60;20
02100;Lesdins;44,60;20
02720;Marcy;44,60;20
02720;Mesnil-Saint-Laurent;44,60;20
02100;Morcourt;44,60;20
02100;Neuville-Saint-Amand;44,60;20
02100;Omissy;44,60;20
02100;Remaucourt;44,60;20
02100;Rouvroy;44,60;20
02100;Saint-Quentin;44,60;20
77560;Augers-en-Brie;31,60;21
77970;Bannost-Villegagnon;31,60;21
77560;Beauchery-Saint-Martin;31,60;21
77320;Beton-Bazoches;31,60;21
77970;Bezalles;31,60;21
77970;Boisdon;31,60;21
77320;Cerneux;31,60;21
77171;Chalautre-la-Grande;31,60;21
77160;Chalautre-la-Petite;31,60;21
77560;Champcenest;31,60;21
77160;Chenoise;31,60;21
77560;Courchamp;31,60;21
77560;Courtacon;31,60;21
77160;Cucharmoy;31,60;21
77320;Frétoy;31,60;21
77970;Jouy-le-Châtel;31,60;21
77160;La Chapelle-Saint-Sulpice;31,60;21
77560;Les Marêts;31,60;21
77650;Longueville;31,60;21
77560;Louan-Villegruis-Fontaine;31,60;21
77171;Léchelle;31,60;21
77370;Maison-Rouge;31,60;21
77171;Melz-sur-Seine;31,60;21
77151;Montceaux-lès-Provins;31,60;21
77160;Mortery;31,60;21
77160;Poigny;31,60;21
77160;Provins;31,60;21
77160;Rouilly;31,60;21
77560;Rupéreux;31,60;21
77160;Saint-Brice;31,60;21
77160;Saint-Hilliers;31,60;21
77650;Saint-Loup-de-Naud;31,60;21
77320;Saint-Martin-du-Boschet;31,60;21
77650;Sainte-Colombe;31,60;21
77320;Sancy-lès-Provins;31,60;21
77650;Soisy-Bouy;31,60;21
77171;Sourdun;31,60;21
77560;Villiers-Saint-Georges;31,60;21
77560;Voulton;31,60;21
77160;Vulaines-lès-Provins;31,60;21
;;;
